wavelength,flux
3140.23252835,0.06873882561922073
3140.48252835,-0.4302472770214081
3140.73252835,0.5831975340843201
3140.98252835,0.5114027857780457
3141.23252835,-0.025018323212862015
3141.48252835,0.41050225496292114
3141.73252835,0.7187590599060059
3141.98252835,-0.13600324094295502
3142.23252835,-0.09944728016853333
3142.48252835,0.5341796875
3142.73252835,0.430481880903244
3142.98252835,0.4622025191783905
3143.23252835,0.24644438922405243
3143.48252835,0.3246585428714752
3143.73252835,0.6940608024597168
3143.98252835,0.04491255432367325
3144.23252835,-0.1390344798564911
3144.48252835,0.0707811713218689
3144.73252835,0.30068403482437134
3144.98252835,0.05643891915678978
3145.23252835,0.037238724529743195
3145.48252835,1.503366231918335
3145.73252835,0.46924033761024475
3145.98252835,0.36468952894210815
3146.23252835,0.3039605915546417
3146.48252835,-0.06148507446050644
3146.73252835,0.1617542952299118
3146.98252835,0.22966274619102478
3147.23252835,0.7685980200767517
3147.48252835,0.30355241894721985
3147.73252835,0.7428469061851501
3147.98252835,0.9110477566719055
3148.23252835,0.917923092842102
3148.48252835,0.32026004791259766
3148.73252835,0.20613838732242584
3148.98252835,-0.008329939097166061
3149.23252835,0.2954401969909668
3149.48252835,0.2758845090866089
3149.73252835,-0.048543915152549744
3149.98252835,-0.043879542499780655
3150.23252835,0.19567814469337463
3150.48252835,1.309996485710144
3150.73252835,0.7011126279830933
3150.98252835,0.1419011801481247
3151.23252835,0.05046046897768974
3151.48252835,0.3383254408836365
3151.73252835,0.036169830709695816
3151.98252835,0.29699602723121643
3152.23252835,0.21762819588184357
3152.48252835,0.06561294198036194
3152.73252835,0.1694410890340805
3152.98252835,0.2922510504722595
3153.23252835,0.38150420784950256
3153.48252835,0.24841822683811188
3153.73252835,0.5356357097625732
3153.98252835,0.1321767419576645
3154.23252835,0.08616124838590622
3154.48252835,0.12889009714126587
3154.73252835,0.2853987216949463
3154.98252835,0.22680972516536713
3155.23252835,0.20190772414207458
3155.48252835,0.11538641899824142
3155.73252835,-0.0471513457596302
3155.98252835,0.11795343458652496
3156.23252835,-0.08131168782711029
3156.48252835,0.019286267459392548
3156.73252835,0.013991612941026688
3156.98252835,-0.21639543771743774
3157.23252835,0.94829922914505
3157.48252835,1.0528466701507568
3157.73252835,-0.0826711505651474
3157.98252835,-0.18666276335716248
3158.23252835,0.0013942980440333486
3158.48252835,-0.5747810006141663
3158.73252835,-0.4036005735397339
3158.98252835,0.8020178079605103
3159.23252835,-0.1799594759941101
3159.48252835,-0.20317904651165009
3159.73252835,0.48129943013191223
3159.98252835,0.4736096262931824
3160.23252835,-0.11964428424835205
3160.48252835,0.32622388005256653
3160.73252835,0.11795901507139206
3160.98252835,0.045602548867464066
3161.23252835,1.7228813171386719
3161.48252835,0.3992193639278412
3161.73252835,0.6467500925064087
3161.98252835,0.14414869248867035
3162.23252835,0.039728596806526184
3162.48252835,0.04023173823952675
3162.73252835,-0.12190211564302444
3162.98252835,-0.06085589900612831
3163.23252835,0.3680626153945923
3163.48252835,0.13184471428394318
3163.73252835,0.316396564245224
3163.98252835,0.0858968123793602
3164.23252835,0.017038490623235703
3164.48252835,0.503253161907196
3164.73252835,0.41898608207702637
3164.98252835,0.44199833273887634
3165.23252835,0.2981761395931244
3165.48252835,0.24780070781707764
3165.73252835,0.3027677536010742
3165.98252835,0.27413684129714966
3166.23252835,0.7654886841773987
3166.48252835,0.09407547116279602
3166.73252835,0.16346433758735657
3166.98252835,0.26116645336151123
3167.23252835,0.17822566628456116
3167.48252835,0.19546222686767578
3167.73252835,0.21727000176906586
3167.98252835,-0.07366382330656052
3168.23252835,0.153071328997612
3168.48252835,-0.14329586923122406
3168.73252835,0.05699633061885834
3168.98252835,-0.06977896392345428
3169.23252835,0.27458587288856506
3169.48252835,-0.18292108178138733
3169.73252835,0.08453255891799927
3169.98252835,0.001095502288080752
3170.23252835,0.1854858100414276
3170.48252835,0.06984494626522064
3170.73252835,0.31184953451156616
3170.98252835,0.1452222317457199
3171.23252835,0.2960078716278076
3171.48252835,-0.1694941371679306
3171.73252835,0.06634034961462021
3171.98252835,0.15716461837291718
3172.23252835,0.1356436163187027
3172.48252835,0.4547154903411865
3172.73252835,0.22459280490875244
3172.98252835,0.2251453548669815
3173.23252835,0.105516716837883
3173.48252835,0.027773361653089523
3173.73252835,0.18503636121749878
3173.98252835,0.3584355413913727
3174.23252835,0.08642678707838058
3174.48252835,0.11229678243398666
3174.73252835,0.6508859395980835
3174.98252835,0.0507972426712513
3175.23252835,0.2634354531764984
3175.48252835,0.10662144422531128
3175.73252835,0.08608656376600266
3175.98252835,0.3558942377567291
3176.23252835,-0.01558236125856638
3176.48252835,0.3580179512500763
3176.73252835,0.31117746233940125
3176.98252835,0.0509801022708416
3177.23252835,0.012112362310290337
3177.48252835,0.08523481339216232
3177.73252835,-0.11937196552753448
3177.98252835,0.0939924493432045
3178.23252835,0.10510733723640442
3178.48252835,0.34580451250076294
3178.73252835,-0.8693788051605225
3178.98252835,0.06288253515958786
3179.23252835,-0.32394644618034363
3179.48252835,0.7547129988670349
3179.73252835,0.18089385330677032
3179.98252835,0.18223252892494202
3180.23252835,0.11343035101890564
3180.48252835,0.16383270919322968
3180.73252835,-0.5544496178627014
3180.98252835,-0.7231646180152893
3181.23252835,0.7907622456550598
3181.48252835,0.29516780376434326
3181.73252835,0.08835560828447342
3181.98252835,0.5487117171287537
3182.23252835,0.4835264980792999
3182.48252835,0.22890198230743408
3182.73252835,-0.013322767801582813
3182.98252835,-0.017987048253417015
3183.23252835,0.9816900491714478
3183.48252835,0.3755834400653839
3183.73252835,0.08854608237743378
3183.98252835,-0.10624640434980392
3184.23252835,-0.1274094581604004
3184.48252835,0.2801339030265808
3184.73252835,0.3763144910335541
3184.98252835,0.08970984071493149
3185.23252835,0.015625018626451492
3185.48252835,-0.018375005573034286
3185.73252835,-0.20052359998226166
3185.98252835,-0.07074332237243652
3186.23252835,0.36660197377204895
3186.48252835,-0.10139269381761551
3186.73252835,0.07725538313388824
3186.98252835,0.11858661472797394
3187.23252835,0.07026500254869461
3187.48252835,0.3430494964122772
3187.73252835,0.32815247774124146
3187.98252835,0.17757795751094818
3188.23252835,0.18723106384277344
3188.48252835,0.07490459084510803
3188.73252835,0.15914379060268402
3188.98252835,0.002470542211085558
3189.23252835,3.7820255965925753E-4
3189.48252835,0.08900603652000427
3189.73252835,0.2524142563343048
3189.98252835,0.3744280934333801
3190.23252835,0.3551095426082611
3190.48252835,0.4184265434741974
3190.73252835,0.0805807039141655
3190.98252835,0.13098634779453278
3191.23252835,0.24775554239749908
3191.48252835,-0.0059242090210318565
3191.73252835,0.20027059316635132
3191.98252835,0.2437465786933899
3192.23252835,-0.150323748588562
3192.48252835,0.2175896018743515
3192.73252835,0.014326135627925396
3192.98252835,0.16954997181892395
3193.23252835,-0.001922453404404223
3193.48252835,0.1178918108344078
3193.73252835,0.13124239444732666
3193.98252835,0.059930577874183655
3194.23252835,0.14834879338741302
3194.48252835,0.011490752920508385
3194.73252835,0.13176287710666656
3194.98252835,0.22978682816028595
3195.23252835,0.18932108581066132
3195.48252835,0.007040862925350666
3195.73252835,-0.0701349526643753
3195.98252835,-0.05486001446843147
3196.23252835,0.17633381485939026
3196.48252835,-0.1570139229297638
3196.73252835,-0.011919950135052204
3196.98252835,-0.19124096632003784
3197.23252835,0.07765961438417435
3197.48252835,0.10073591023683548
3197.73252835,-0.008913164027035236
3197.98252835,0.21089962124824524
3198.23252835,0.09803512692451477
3198.48252835,0.09312168508768082
3198.73252835,0.11870282888412476
3198.98252835,0.2767122685909271
3199.23252835,0.12458823621273041
3199.48252835,0.16525432467460632
3199.73252835,0.16354551911354065
3199.98252835,0.19202297925949097
3200.23252835,0.20092929899692535
3200.48252835,-0.007844082079827785
3200.73252835,0.6330282092094421
3200.98252835,-0.5833412408828735
3201.23252835,0.8424013257026672
3201.48252835,0.15764573216438293
3201.73252835,-0.3170049488544464
3201.98252835,0.3225307762622833
3202.23252835,0.3768184781074524
3202.48252835,0.2235182672739029
3202.73252835,0.08634300529956818
3202.98252835,-0.33758682012557983
3203.23252835,-0.03440801054239273
3203.48252835,0.32848459482192993
3203.73252835,0.06187941133975983
3203.98252835,0.10866928845643997
3204.23252835,-0.07690891623497009
3204.48252835,-0.011159117333590984
3204.73252835,0.2762176990509033
3204.98252835,-0.21379320323467255
3205.23252835,0.05059846490621567
3205.48252835,0.02463088370859623
3205.73252835,0.049904536455869675
3205.98252835,-0.058281488716602325
3206.23252835,0.24806369841098785
3206.48252835,0.01963033154606819
3206.73252835,0.17654840648174286
3206.98252835,0.1971939653158188
3207.23252835,0.010923683643341064
3207.48252835,0.07964891195297241
3207.73252835,0.18913766741752625
3207.98252835,-0.12098859995603561
3208.23252835,0.37542906403541565
3208.48252835,0.22447462379932404
3208.73252835,0.24178683757781982
3208.98252835,0.11065170168876648
3209.23252835,0.4395933449268341
3209.48252835,1.0830187797546387
3209.73252835,0.7497173547744751
3209.98252835,0.23128317296504974
3210.23252835,0.1968298703432083
3210.48252835,0.2031727284193039
3210.73252835,0.7104141712188721
3210.98252835,0.2593187391757965
3211.23252835,0.22371873259544373
3211.48252835,0.31966641545295715
3211.73252835,1.176016926765442
3211.98252835,0.709160566329956
3212.23252835,0.7044851779937744
3212.48252835,0.15766380727291107
3212.73252835,0.11378849297761917
3212.98252835,0.2535000741481781
3213.23252835,0.056393664330244064
3213.48252835,0.18096476793289185
3213.73252835,0.029019122943282127
3213.98252835,0.46840381622314453
3214.23252835,0.3690735101699829
3214.48252835,0.4992292523384094
3214.73252835,0.10533235222101212
3214.98252835,0.3580566644668579
3215.23252835,0.1254759281873703
3215.48252835,0.018358957022428513
3215.73252835,0.36874979734420776
3215.98252835,0.10129781067371368
3216.23252835,0.2584359347820282
3216.48252835,0.17824386060237885
3216.73252835,0.12253448367118835
3216.98252835,0.1360548436641693
3217.23252835,0.041259560734033585
3217.48252835,0.22831730544567108
3217.73252835,0.16005465388298035
3217.98252835,0.24143315851688385
3218.23252835,0.324479877948761
3218.48252835,0.10159480571746826
3218.73252835,0.28072530031204224
3218.98252835,0.4552038013935089
3219.23252835,0.2038402259349823
3219.48252835,0.26525381207466125
3219.73252835,0.026531299576163292
3219.98252835,0.2114117592573166
3220.23252835,0.06221741810441017
3220.48252835,0.46870195865631104
3220.73252835,0.19551172852516174
3220.98252835,0.1711428165435791
3221.23252835,0.21345476806163788
3221.48252835,0.18878325819969177
3221.73252835,0.7413883209228516
3221.98252835,0.3692176938056946
3222.23252835,0.6668813228607178
3222.48252835,0.04243312403559685
3222.73252835,0.1682971566915512
3222.98252835,0.6506325006484985
3223.23252835,1.2254595756530762
3223.48252835,-0.1498865932226181
3223.73252835,0.15168631076812744
3223.98252835,0.6098906397819519
3224.23252835,0.33904847502708435
3224.48252835,-0.23088689148426056
3224.73252835,0.43552854657173157
3224.98252835,0.5950064659118652
3225.23252835,0.017324183136224747
3225.48252835,0.38864365220069885
3225.73252835,-0.009735672734677792
3225.98252835,-6.308775045908988E-4
3226.23252835,-0.054927174001932144
3226.48252835,0.3813280761241913
3226.73252835,0.03321753814816475
3226.98252835,-0.09086749702692032
3227.23252835,-0.01784481480717659
3227.48252835,0.2285914570093155
3227.73252835,0.32034721970558167
3227.98252835,0.24161429703235626
3228.23252835,0.24628931283950806
3228.48252835,-0.13455969095230103
3228.73252835,0.015233384445309639
3228.98252835,0.01401087362319231
3229.23252835,0.28350067138671875
3229.48252835,0.30972370505332947
3229.73252835,0.421074777841568
3229.98252835,0.011802716180682182
3230.23252835,0.010608493350446224
3230.48252835,0.1741403043270111
3230.73252835,0.31082281470298767
3230.98252835,0.2511793375015259
3231.23252835,0.19844795763492584
3231.48252835,0.42783722281455994
3231.73252835,0.09870407730340958
3231.98252835,0.04204791411757469
3232.23252835,0.16409932076931
3232.48252835,0.23177924752235413
3232.73252835,0.09125005453824997
3232.98252835,0.13216882944107056
3233.23252835,0.20488235354423523
3233.48252835,0.11668525636196136
3233.73252835,0.05727655813097954
3233.98252835,0.07317404448986053
3234.23252835,0.1705806404352188
3234.48252835,0.24579429626464844
3234.73252835,0.11770229041576385
3234.98252835,0.3666446805000305
3235.23252835,0.39741051197052
3235.48252835,0.3299306035041809
3235.73252835,0.05058841407299042
3235.98252835,0.10437673330307007
3236.23252835,0.16243025660514832
3236.48252835,0.44857776165008545
3236.73252835,0.2769567370414734
3236.98252835,0.3678686022758484
