wavelength,transmission
3047.25,0.9999999819354219
3047.5,0.9999999819309093
3047.75,0.9999999819263966
3048.0,0.999999981921884
3048.25,0.9999999819173713
3048.5,0.9999999819109533
3048.75,0.999999981905137
3049.0,0.9999999819006243
3049.25,0.9999999818961116
3049.5,0.9999999818909974
3049.75,0.9999999818861838
3050.0,0.9999999818815709
3050.25,0.9999999818770582
3050.5,0.9999999818725456
3050.75,0.9999999818678323
3051.0,0.9999999818633196
3051.25,0.999999981858807
3051.5,0.9999999818542944
3051.75,0.9999999818496814
3052.0,0.9999999818451687
3052.25,0.9999999818406561
3052.5,0.9999999818359429
3052.75,0.9999999818314302
3053.0,0.9999999818268173
3053.25,0.9999999818222043
3053.5,0.9999999818173908
3053.75,0.9999999818126776
3054.0,0.9999999818079643
3054.25,0.9999999818032511
3054.5,0.9999999817986382
3054.75,0.9999999817941255
3055.0,0.9999999817896129
3055.25,0.9999999817849999
3055.5,0.9999999817804873
3055.75,0.99999998177076
3056.0,0.9999999817640411
3056.25,0.9999999817595285
3056.5,0.9999999817550158
3056.75,0.9999999817477956
3057.0,0.9999999817431826
3057.25,0.99999998173867
3057.5,0.999999981734057
3057.75,0.9999999817295444
3058.0,0.9999999817237281
3058.25,0.9999999817192154
3058.5,0.9999999817146025
3058.75,0.9999999817100897
3059.0,0.9999999817054769
3059.25,0.9999999817009642
3059.5,0.9999999816943457
3059.75,0.9999999816897327
3060.0,0.9999999816852201
3060.25,0.9999999816806071
3060.5,0.9999999816756933
3060.75,0.9999999816710804
3061.0,0.9999999816629576
3061.25,0.999999981658445
3061.5,0.9999999816533306
3061.75,0.9999999816488179
3062.0,0.999999981644205
3062.25,0.999999981639592
3062.5,0.9999999816326726
3062.75,0.9999999816280597
3063.0,0.9999999816234467
3063.25,0.9999999816106108
3063.5,0.9999999816056969
3063.75,0.999999981601084
3064.0,0.9999999815964711
3064.25,0.9999999815917578
3064.5,0.9999999815871449
3064.75,0.999999981579724
3065.0,0.9999999815748103
3065.25,0.9999999815701973
3065.5,0.9999999815634785
3065.75,0.9999999815588656
3066.0,0.9999999815542526
3066.25,0.9999999815494391
3066.5,0.9999999815446257
3066.75,0.9999999815400127
3067.0,0.9999999815353997
3067.25,0.9999999815224634
3067.5,0.9999999815178505
3067.75,0.9999999815132375
3068.0,0.9999999815086246
3068.25,0.9999999815038111
3068.5,0.9999999814991982
3068.75,0.9999999814945852
3069.0,0.9999999814899723
3069.25,0.9999999814853594
3069.5,0.9999999814807464
3069.75,0.9999999814761334
3070.0,0.9999999814715205
3070.25,0.9999999814669076
3070.5,0.9999999814622946
3070.75,0.9999999814576817
3071.0,0.9999999814530688
3071.25,0.9999999814484558
3071.5,0.9999999814438428
3071.75,0.99999998143923
3072.0,0.999999981434617
3072.25,0.9999999814290013
3072.5,0.9999999814243883
3072.75,0.999999981419675
3073.0,0.9999999814150622
3073.25,0.9999999814104492
3073.5,0.9999999814058362
3073.75,0.999999981401123
3074.0,0.9999999813957079
3074.25,0.9999999813910949
3074.5,0.9999999813864819
3074.75,0.9999999813804651
3075.0,0.9999999813758521
3075.25,0.9999999813709384
3075.5,0.9999999813663254
3075.75,0.9999999813617124
3076.0,0.9999999813570996
3076.25,0.9999999813524866
3076.5,0.9999999813477733
3076.75,0.9999999813431605
3077.0,0.9999999813384473
3077.25,0.9999999813336337
3077.5,0.9999999813290208
3077.75,0.9999999813206975
3078.0,0.9999999813159842
3078.25,0.9999999813113712
3078.5,0.9999999813065578
3078.75,0.9999999813019448
3079.0,0.9999999812973318
3079.25,0.9999999812921172
3079.5,0.9999999812875043
3079.75,0.9999999812828914
3080.0,0.9999999812781781
3080.25,0.9999999812680497
3080.5,0.9999999812634368
3080.75,0.9999999812587236
3081.0,0.9999999812500994
3081.25,0.9999999812454864
3081.5,0.9999999812406729
3081.75,0.9999999812327507
3082.0,0.9999999812281377
3082.25,0.9999999812234245
3082.5,0.9999999812187113
3082.75,0.9999999812115913
3083.0,0.9999999812028668
3083.25,0.9999999811981536
3083.5,0.9999999811934404
3083.75,0.9999999811888275
3084.0,0.9999999811841143
3084.25,0.9999999811795013
3084.5,0.999999981174788
3084.75,0.9999999811700748
3085.0,0.999999981165462
3085.25,0.9999999811521245
3085.5,0.999999981147311
3085.75,0.9999999811420963
3086.0,0.9999999811374835
3086.25,0.9999999811327702
3086.5,0.999999981128057
3086.75,0.9999999811233438
3087.0,0.9999999811186305
3087.25,0.9999999811140176
3087.5,0.9999999811093043
3087.75,0.9999999810946633
3088.0,0.9999999810872425
3088.25,0.9999999810826296
3088.5,0.9999999810779163
3088.75,0.9999999810732031
3089.0,0.9999999810682894
3089.25,0.9999999810632753
3089.5,0.999999981058562
3089.75,0.9999999810538488
3090.0,0.9999999810492358
3090.25,0.9999999810445226
3090.5,0.9999999810397091
3090.75,0.9999999810349959
3091.0,0.9999999810302826
3091.25,0.9999999810255694
3091.5,0.9999999810206557
3091.75,0.9999999810130343
3092.0,0.9999999810083211
3092.25,0.9999999810036079
3092.5,0.9999999809982929
3092.75,0.9999999809932789
3093.0,0.9999999809885657
3093.25,0.9999999809838525
3093.5,0.9999999809791392
3093.75,0.9999999809675065
3094.0,0.9999999809627934
3094.25,0.9999999809579798
3094.5,0.9999999809532666
3094.75,0.9999999809485534
3095.0,0.9999999809438402
3095.25,0.9999999809390266
3095.5,0.9999999809328093
3095.75,0.999999980928096
3096.0,0.9999999809233828
3096.25,0.9999999809186696
3096.5,0.9999999809139564
3096.75,0.9999999809092431
3097.0,0.9999999809044297
3097.25,0.9999999808997164
3097.5,0.9999999808950032
3097.75,0.9999999808898888
3098.0,0.9999999808835711
3098.25,0.9999999808787576
3098.5,0.9999999808740444
3098.75,0.9999999808638157
3099.0,0.9999999808591025
3099.25,0.999999980854289
3099.5,0.9999999808495758
3099.75,0.9999999808447623
3100.0,0.9999999808399487
3100.25,0.9999999808352356
3100.5,0.999999980830422
3100.75,0.9999999808255082
3101.0,0.9999999808204941
3101.25,0.9999999808157809
3101.5,0.9999999808110677
3101.75,0.9999999808062542
3102.0,0.9999999808007387
3102.25,0.999999980795825
3102.5,0.9999999807911117
3102.75,0.9999999807862983
3103.0,0.999999980781585
3103.25,0.9999999807767715
3103.5,0.9999999807718577
3103.75,0.9999999807670442
3104.0,0.999999980762331
3104.25,0.9999999807575175
3104.5,0.9999999807528043
3104.75,0.9999999807475897
3105.0,0.9999999807427761
3105.25,0.999999980738063
3105.5,0.9999999807331491
3105.75,0.999999980723121
3106.0,0.9999999806829082
3106.25,0.999999980678195
3106.5,0.9999999806733815
3106.75,0.999999980668568
3107.0,0.9999999806621499
3107.25,0.9999999806573364
3107.5,0.9999999806526232
3107.75,0.9999999806478097
3108.0,0.9999999806429962
3108.25,0.9999999806381827
3108.5,0.9999999806333691
3108.75,0.999999980628656
3109.0,0.9999999806235417
3109.25,0.999999980600176
3109.5,0.9999999805953625
3109.75,0.9999999805905491
3110.0,0.9999999805857356
3110.25,0.9999999805810224
3110.5,0.9999999805762089
3110.75,0.9999999805713954
3111.0,0.9999999805665818
3111.25,0.9999999805617683
3111.5,0.9999999805569548
3111.75,0.9999999805521413
3112.0,0.9999999805473279
3112.25,0.9999999805425143
3112.5,0.999999980525266
3112.75,0.9999999805177449
3113.0,0.9999999805129314
3113.25,0.9999999805081178
3113.5,0.9999999805033043
3113.75,0.9999999804984908
3114.0,0.9999999804936773
3114.25,0.9999999804883624
3114.5,0.9999999804835489
3114.75,0.9999999804786351
3115.0,0.9999999804738217
3115.25,0.9999999804179649
3115.5,0.9999999804130512
3115.75,0.9999999804031233
3116.0,0.9999999803982095
3116.25,0.999999980393396
3116.5,0.9999999803885825
3116.75,0.9999999803836687
3117.0,0.9999999803787549
3117.25,0.9999999803739414
3117.5,0.9999999803688271
3117.75,0.9999999803639132
3118.0,0.9999999803589995
3118.25,0.999999980354186
3118.5,0.9999999803492722
3118.75,0.9999999803444587
3119.0,0.9999999803396452
3119.25,0.9999999803347314
3119.5,0.9999999803298176
3119.75,0.9999999803250041
3120.0,0.9999999803200903
3120.25,0.9999999803152768
3120.5,0.9999999803103631
3120.75,0.9999999803055496
3121.0,0.9999999802991315
3121.25,0.9999999802942178
3121.5,0.9999999802894043
3121.75,0.9999999802831868
3122.0,0.999999980278273
3122.25,0.9999999802707519
3122.5,0.9999999802658381
3122.75,0.9999999802610247
3123.0,0.9999999802561108
3123.25,0.9999999802511971
3123.5,0.9999999802463836
3123.75,0.9999999802339486
3124.0,0.9999999802290349
3124.25,0.9999999802241211
3124.5,0.9999999802192073
3124.75,0.9999999802143938
3125.0,0.99999998020948
3125.25,0.9999999802045663
3125.5,0.9999999801996524
3125.75,0.9999999801944378
3126.0,0.9999999801896243
3126.25,0.99999998018451
3126.5,0.9999999801768886
3126.75,0.9999999801719748
3127.0,0.999999980167061
3127.25,0.9999999801602419
3127.5,0.9999999801553281
3127.75,0.9999999801504144
3128.0,0.9999999801456009
3128.25,0.999999980140687
3128.5,0.9999999801357733
3128.75,0.9999999801308594
3129.0,0.9999999801259457
3129.25,0.9999999801210319
3129.5,0.9999999801161181
3129.75,0.9999999801112043
3130.0,0.9999999800764067
3130.25,0.9999999800626682
3130.5,0.9999999800577544
3130.75,0.9999999800528406
3131.0,0.9999999800479268
3131.25,0.999999980043013
3131.5,0.99999998002767
3131.75,0.9999999800227563
3132.0,0.9999999800178424
3132.25,0.9999999800128283
3132.5,0.9999999799918695
3132.75,0.9999999799837468
3133.0,0.9999999799788329
3133.25,0.9999999799502528
3133.5,0.9999999799446371
3133.75,0.999999979939623
3134.0,0.9999999799347092
3134.25,0.9999999799297954
3134.5,0.9999999799171599
3134.75,0.9999999799119453
3135.0,0.9999999799070316
3135.25,0.9999999799021178
3135.5,0.9999999798969031
3135.75,0.9999999798919893
3136.0,0.9999999798870756
3136.25,0.999999979881861
3136.5,0.9999999798671196
3136.75,0.9999999798621055
3137.0,0.9999999798571917
3137.25,0.9999999798521777
3137.5,0.9999999798204887
3137.75,0.9999999798154747
3138.0,0.9999999798105609
3138.25,0.9999999798055469
3138.5,0.999999979800633
3138.75,0.9999999797946162
3139.0,0.9999999797897025
3139.25,0.9999999797541025
3139.5,0.9999999797490885
3139.75,0.9999999797373555
3140.0,0.9999999797323414
3140.25,0.9999999797272271
3140.5,0.9999999797223134
3140.75,0.9999999797169984
3141.0,0.9999999797119844
3141.25,0.9999999797069703
3141.5,0.9999999797020566
3141.75,0.9999999796970425
3142.0,0.9999999796920284
3142.25,0.9999999796870144
3142.5,0.9999999796810978
3142.75,0.9999999796745794
3143.0,0.9999999796688634
3143.25,0.9999999796638493
3143.5,0.9999999796588352
3143.75,0.9999999796538213
3144.0,0.9999999796464004
3144.25,0.9999999796413863
3144.5,0.9999999796363722
3144.75,0.9999999796313582
3145.0,0.9999999796263441
3145.25,0.9999999796214303
3145.5,0.9999999796164163
3145.75,0.9999999796114022
3146.0,0.9999999796063881
3146.25,0.9999999796013741
3146.5,0.9999999795928501
3146.75,0.9999999795877358
3147.0,0.9999999795827218
3147.25,0.9999999795777077
3147.5,0.9999999795725933
3147.75,0.9999999795675792
3148.0,0.9999999795625651
3148.25,0.9999999795492278
3148.5,0.9999999795442137
3148.75,0.9999999795374949
3149.0,0.9999999795324808
3149.25,0.9999999795273664
3149.5,0.9999999795223524
3149.75,0.9999999795173383
3150.0,0.9999999795123242
3150.25,0.9999999795069091
3150.5,0.999999979501895
3150.75,0.9999999794967807
3151.0,0.9999999794917666
3151.25,0.9999999794468405
3151.5,0.9999999794416259
3151.75,0.9999999793713287
3152.0,0.9999999793598966
3152.25,0.999999979278769
3152.5,0.9999999792736547
3152.75,0.9999999792686406
3153.0,0.9999999792630249
3153.25,0.9999999792579105
3153.5,0.9999999792527962
3153.75,0.9999999792476818
3154.0,0.9999999792426678
3154.25,0.9999999792374531
3154.5,0.9999999792271241
3154.75,0.9999999792220098
3155.0,0.9999999791984437
3155.25,0.9999999791797913
3155.5,0.999999979174677
3155.75,0.9999999791667548
3156.0,0.9999999791616404
3156.25,0.999999979156526
3156.5,0.9999999791514118
3156.75,0.9999999791462975
3157.0,0.9999999791389769
3157.25,0.9999999791337623
3157.5,0.9999999791286479
3157.75,0.9999999791223302
3158.0,0.9999999791171156
3158.25,0.9999999791120012
3158.5,0.9999999790931483
3158.75,0.999999979088034
3159.0,0.9999999790828193
3159.25,0.999999979077705
3159.5,0.9999999790725906
3159.75,0.9999999790674763
3160.0,0.9999999790623619
3160.25,0.9999999790571473
3160.5,0.999999979041704
3160.75,0.9999999790365897
3161.0,0.9999999790314753
3161.25,0.9999999790262607
3161.5,0.9999999790211463
3161.75,0.999999979016032
3162.0,0.9999999790098145
3162.25,0.9999999790045999
3162.5,0.9999999789892569
3162.75,0.9999999789841425
3163.0,0.9999999789789279
3163.25,0.9999999789738135
3163.5,0.9999999789236729
3163.75,0.9999999789127422
3164.0,0.9999999789063242
3164.25,0.9999999788785463
3164.5,0.9999999788733316
3164.75,0.999999978868117
3165.0,0.9999999788629024
3165.25,0.999999978857788
3165.5,0.9999999787507878
3165.75,0.9999999787455732
3166.0,0.9999999787404589
3166.25,0.9999999786792872
3166.5,0.9999999786702619
3166.75,0.9999999786646462
3167.0,0.9999999786151073
3167.25,0.9999999786098926
3167.5,0.9999999786046779
3167.75,0.9999999785993631
3168.0,0.9999999785939478
3168.25,0.9999999785400968
3168.5,0.9999999785348822
3168.75,0.9999999785295672
3169.0,0.9999999784566628
3169.25,0.9999999784513478
3169.5,0.9999999784460329
3169.75,0.9999999784408182
3170.0,0.9999999784355034
3170.25,0.9999999784254753
3170.5,0.9999999784201603
3170.75,0.9999999784148454
3171.0,0.9999999784095305
3171.25,0.9999999784030122
3171.5,0.9999999783976973
3171.75,0.9999999783924827
3172.0,0.9999999783871678
3172.25,0.9999999783818528
3172.5,0.9999999783766382
3172.75,0.999999978371223
3173.0,0.9999999782516877
3173.25,0.9999999782367458
3173.5,0.9999999782314308
3173.75,0.9999999782255142
3174.0,0.9999999782201994
3174.25,0.9999999782148844
3174.5,0.9999999782095695
3174.75,0.9999999781663483
3175.0,0.9999999781610334
3175.25,0.9999999781149039
3175.5,0.99999997809565
3175.75,0.999999978090335
3176.0,0.9999999780850202
3176.25,0.999999978079605
3176.5,0.9999999780742901
3176.75,0.9999999780687746
3177.0,0.9999999780633594
3177.25,0.9999999780579442
3177.5,0.9999999780526293
3177.75,0.9999999780472141
3178.0,0.9999999780418992
3178.25,0.999999978036484
3178.5,0.999999978031169
3178.75,0.9999999780255533
3179.0,0.9999999780201381
3179.25,0.999999978014723
3179.5,0.9999999780093077
3179.75,0.9999999780039929
3180.0,0.9999999779985776
3180.25,0.9999999779932627
3180.5,0.999999977986945
3180.75,0.9999999779717023
3181.0,0.9999999779663873
3181.25,0.9999999779609722
3181.5,0.9999999779538522
3181.75,0.9999999779485372
3182.0,0.999999977943122
3182.25,0.9999999779378071
3182.5,0.9999999779322917
3182.75,0.9999999779268764
3183.0,0.9999999779215616
3183.25,0.9999999779161464
3183.5,0.9999999779108315
3183.75,0.9999999779054163
3184.0,0.9999999776390691
3184.25,0.9999999776331525
3184.5,0.9999999776277373
3184.75,0.9999999776222218
3185.0,0.9999999776160043
3185.25,0.9999999776085835
3185.5,0.9999999776021655
3185.75,0.9999999775967504
3186.0,0.9999999775912349
3186.25,0.9999999775858197
3186.5,0.9999999775803042
3186.75,0.999999977574889
3187.0,0.9999999775692733
3187.25,0.9999999775635572
3187.5,0.9999999775581421
3187.75,0.9999999775526266
3188.0,0.9999999775472114
3188.25,0.9999999775416959
3188.5,0.9999999775362807
3188.75,0.9999999775305647
3189.0,0.9999999775250492
3189.25,0.9999999774218598
3189.5,0.9999999773857584
3189.75,0.9999999773801427
3190.0,0.9999999773740256
3190.25,0.9999999773532673
3190.5,0.99999997730433
3190.75,0.9999999772985136
3191.0,0.9999999772920957
3191.25,0.9999999772865802
3191.5,0.9999999772810647
3191.75,0.9999999772755492
3192.0,0.9999999772698333
3192.25,0.9999999772639167
3192.5,0.9999999771894076
3192.75,0.9999999771838921
3193.0,0.9999999771783766
3193.25,0.99999997717246
3193.5,0.9999999771665434
3193.75,0.9999999771479914
3194.0,0.9999999770438994
3194.25,0.9999999770382837
3194.5,0.9999999770326679
3194.75,0.9999999770264505
3195.0,0.9999999770205339
3195.25,0.9999999769614681
3195.5,0.9999999769542479
3195.75,0.9999999769486322
3196.0,0.9999999769431167
3196.25,0.9999999769372001
3196.5,0.999999976931484
3196.75,0.9999999769255674
3197.0,0.9999999769197512
3197.25,0.9999999769140351
3197.5,0.9999999769084194
3197.75,0.999999976901901
3198.0,0.9999999768960848
3198.25,0.9999999768893659
3198.5,0.9999999768837501
3198.75,0.9999999768782346
3199.0,0.9999999768725186
3199.25,0.9999999768665018
3199.5,0.9999999768608859
3199.75,0.9999999768548691
3200.0,0.9999999768492533
3200.25,0.9999999767052493
3200.5,0.9999999766996336
3200.75,0.9999999766940179
3201.0,0.9999999766883019
3201.25,0.999999976682686
3201.5,0.9999999766767694
3201.75,0.9999999766683458
3202.0,0.9999999766621284
3202.25,0.9999999766565126
3202.5,0.9999999766506963
3202.75,0.9999999766412698
3203.0,0.9999999766355538
3203.25,0.9999999766291359
3203.5,0.9999999766235201
3203.75,0.999999976617804
3204.0,0.9999999764679838
3204.25,0.9999999762658166
3204.5,0.9999999762567913
3204.75,0.9999999762509749
3205.0,0.9999999762452589
3205.25,0.9999999762395428
3205.5,0.9999999762334257
3205.75,0.9999999762260049
3206.0,0.9999999762202889
3206.25,0.9999999762144726
3206.5,0.9999999762087565
3206.75,0.9999999762030405
3207.0,0.9999999761970236
3207.25,0.9999999761912073
3207.5,0.9999999761854913
3207.75,0.999999976179675
3208.0,0.9999999761738586
3208.25,0.9999999761549054
3208.5,0.9999999761490891
3208.75,0.9999999761433731
3209.0,0.9999999761375568
3209.25,0.9999999761317404
3209.5,0.9999999761256233
3209.75,0.9999999761188042
3210.0,0.9999999761128876
3210.25,0.9999999761071715
3210.5,0.9999999761013553
3210.75,0.9999999760954387
3211.0,0.9999999760897226
3211.25,0.999999976083806
3211.5,0.9999999760779896
3211.75,0.9999999760721734
3212.0,0.999999976066357
3212.25,0.999999976060641
3212.5,0.9999999760548247
3212.75,0.9999999760484067
3213.0,0.9999999760425904
3213.25,0.999999976036774
3213.5,0.9999999760309577
3213.75,0.9999999757161746
3214.0,0.9999999757095561
3214.25,0.9999999757028373
3214.5,0.9999999756970209
3214.75,0.9999999756825804
3215.0,0.9999999756767641
3215.25,0.9999999756708475
3215.5,0.9999999756650312
3215.75,0.9999999756585128
3216.0,0.9999999756526966
3216.25,0.9999999756463789
3216.5,0.9999999756404623
3216.75,0.9999999756346459
3217.0,0.9999999756272251
3217.25,0.9999999756213085
3217.5,0.9999999756153919
3217.75,0.999999975609375
3218.0,0.9999999756035587
3218.25,0.9999999755973413
3218.5,0.9999999755913244
3218.75,0.9999999755855081
3219.0,0.9999999755795915
3219.25,0.9999999755729729
3219.5,0.9999999755670563
3219.75,0.9999999752098543
3220.0,0.9999999752039377
3220.25,0.99999997519762
3220.5,0.999999975191603
3220.75,0.9999999750716666
3221.0,0.9999999750655494
3221.25,0.999999975054719
3221.5,0.9999999750343619
3221.75,0.9999999750282448
3222.0,0.9999999750221276
3222.25,0.9999999750161107
3222.5,0.9999999750095925
3222.75,0.9999999750035755
3223.0,0.9999999749975587
3223.25,0.9999999749915418
3223.5,0.9999999749853243
3223.75,0.9999999749768005
3224.0,0.9999999749707835
3224.25,0.9999999745868063
3224.5,0.999999974429465
3224.75,0.999999974423047
3225.0,0.9999999744060994
3225.25,0.9999999743994809
3225.5,0.9999999743933636
3225.75,0.9999999743871463
3226.0,0.999999974332894
3226.25,0.9999999743267769
3226.5,0.9999999743204592
3226.75,0.9999999743142417
3227.0,0.9999999743081246
3227.25,0.9999999743019071
3227.5,0.9999999742955894
3227.75,0.9999999742810486
3228.0,0.9999999737569784
3228.25,0.999999973750761
3228.5,0.999999973743641
3228.75,0.9999999737364207
3229.0,0.9999999737302032
3229.25,0.9999999737238855
3229.5,0.9999999737171666
3229.75,0.9999999737107487
3230.0,0.9999999737044309
3230.25,0.9999999736982135
3230.5,0.9999999736918957
3230.75,0.9999999736810654
3231.0,0.9999999736747477
3231.25,0.9999999736682295
3231.5,0.9999999736619117
3231.75,0.9999999736556943
3232.0,0.9999999736493765
3232.25,0.9999999736430588
3232.5,0.9999999736367411
3232.75,0.9999999736304234
3233.0,0.9999999736241056
3233.25,0.9999999736177879
3233.5,0.9999999736114702
3233.75,0.9999999736051525
3234.0,0.9999999735988347
3234.25,0.999999973592517
3234.5,0.9999999735861993
3234.75,0.9999999735782771
3235.0,0.9999999735718591
3235.25,0.9999999735645385
3235.5,0.9999999735582208
3235.75,0.9999999735505994
3236.0,0.9999999735440811
3236.25,0.9999999735374626
3236.5,0.999999973351541
3236.75,0.999999973345123
3237.0,0.9999999733387049
3237.25,0.9999999732017207
3237.5,0.9999999731952024
3237.75,0.9999999731855754
3238.0,0.999999973177954
3238.25,0.9999999726620066
3238.5,0.9999999726504742
3238.75,0.9999999726439559
3239.0,0.9999999726374377
3239.25,0.9999999726305182
3239.5,0.9999999726238997
3239.75,0.9999999726160778
3240.0,0.9999999726095594
3240.25,0.9999999726030412
3240.5,0.9999999725962221
3240.75,0.9999999725897037
3241.0,0.9999999725831855
3241.25,0.9999999725765669
3241.5,0.9999999725700486
3241.75,0.9999999725633297
3242.0,0.9999999725567112
3242.25,0.9999999725501929
3242.5,0.9999999725435743
3242.75,0.9999999725370561
3243.0,0.9999999725304375
3243.25,0.9999999725239193
3243.5,0.9999999725171
3243.75,0.9999999725104816
3244.0,0.9999999724871159
3244.25,0.999999972463951
3244.5,0.9999999724573324
3244.75,0.9999999724508141
3245.0,0.9999999724441956
3245.25,0.9999999724138103
3245.5,0.9999999724069912
3245.75,0.9999999724003726
3246.0,0.9999999723936538
3246.25,0.9999999723871354
3246.5,0.9999999723805169
3246.75,0.9999999723738984
3247.0,0.99999997236738
3247.25,0.9999999723607614
3247.5,0.9999999723542432
3247.75,0.9999999723476246
3248.0,0.9999999723407053
3248.25,0.9999999723341869
3248.5,0.9999999723243593
3248.75,0.9999999723169386
3249.0,0.9999999723094174
3249.25,0.9999999722982862
3249.5,0.9999999722916677
3249.75,0.9999999722850491
3250.0,0.9999999722784305
3250.25,0.999999972269706
3250.5,0.9999999722630875
3250.75,0.9999999722564689
3251.0,0.9999999722498504
3251.25,0.9999999722432318
