col0,col1,col2
5347.5,0.0,0.0
5348.5,0.0,2.0
5349.5,0.0,2.0
5350.5,2.0,0.0
5351.5,0.0,2.0
5352.5,4.0,0.0
5353.5,2.0,2.0
5354.5,2.0,2.0
5355.5,2.0,2.0
5356.5,2.0,2.0
5357.5,4.0,4.0
5358.5,2.0,2.0
5359.5,4.0,4.0
5360.5,0.0,4.0
5361.5,2.0,2.0
5362.5,4.0,2.0
5363.5,4.0,4.0
5364.5,4.0,6.0
5365.5,2.0,8.0
5366.5,4.0,2.0
5367.5,4.0,4.0
5368.5,6.0,6.0
5369.5,2.0,8.0
5370.5,4.0,2.0
5371.5,6.0,8.0
5372.5,8.0,8.0
5373.5,6.0,4.0
5374.5,6.0,10.0
5375.5,8.0,10.0
5376.5,8.0,4.0
5377.5,4.0,16.0
5378.5,6.0,8.0
5379.5,10.0,10.0
5380.5,14.0,6.0
5381.5,10.0,14.0
5382.5,16.0,14.0
5383.5,12.0,16.0
5384.5,8.0,12.0
5385.5,16.0,16.0
5386.5,12.0,14.0
5387.5,14.0,18.0
5388.5,22.0,26.0
5389.5,24.0,16.0
5390.5,28.0,26.0
5391.5,14.0,16.0
5392.5,32.0,26.0
5393.5,28.0,22.0
5394.5,22.0,34.0
5395.5,22.0,36.0
5396.5,24.0,32.0
5397.5,32.0,30.0
5398.5,36.0,40.0
5399.5,42.0,44.0
5400.5,44.0,30.0
5401.5,54.0,40.0
5402.5,56.0,40.0
5403.5,44.0,42.0
5404.5,46.0,50.0
5405.5,52.0,56.0
5406.5,52.0,46.0
5407.5,40.0,62.0
5408.5,72.0,70.0
5409.5,82.0,78.0
5410.5,70.0,62.0
5411.5,66.0,70.0
5412.5,74.0,94.0
5413.5,78.0,82.0
5414.5,86.0,100.0
5415.5,74.0,96.0
5416.5,74.0,106.0
5417.5,92.0,106.0
5418.5,100.0,108.0
5419.5,102.0,150.0
5420.5,138.0,140.0
5421.5,144.0,130.0
5422.5,150.0,170.0
5423.5,158.0,160.0
5424.5,158.0,186.0
5425.5,178.0,194.0
5426.5,182.0,192.0
5427.5,216.0,216.0
5428.5,214.0,190.0
5429.5,210.0,198.0
5430.5,194.0,216.0
5431.5,234.0,216.0
5432.5,232.0,244.0
5433.5,238.0,254.0
5434.5,302.0,264.0
5435.5,288.0,288.0
5436.5,290.0,290.0
5437.5,312.0,278.0
5438.5,278.0,294.0
5439.5,322.0,330.0
5440.5,318.0,380.0
5441.5,364.0,426.0
5442.5,336.0,412.0
5443.5,400.0,396.0
5444.5,406.0,438.0
5445.5,398.0,436.0
5446.5,458.0,432.0
5447.5,452.0,480.0
5448.5,518.0,494.0
5449.5,504.0,544.0
5450.5,530.0,492.0
5451.5,500.0,566.0
5452.5,598.0,554.0
5453.5,600.0,620.0
5454.5,642.0,646.0
5455.5,640.0,682.0
5456.5,622.0,674.0
5457.5,732.0,708.0
5458.5,728.0,712.0
5459.5,768.0,756.0
5460.5,824.0,716.0
5461.5,742.0,734.0
5462.5,804.0,836.0
5463.5,848.0,804.0
5464.5,850.0,920.0
5465.5,848.0,924.0
5466.5,962.0,936.0
5467.5,996.0,960.0
5468.5,988.0,1062.0
5469.5,1044.0,1000.0
5470.5,1108.0,1134.0
