col1,col2
206.539,0.71238
206.559,0.71222
206.579,0.71207
206.599,0.71191
206.619,0.71175
206.639,0.7116
206.659,0.71144
206.679,0.71128
206.699,0.71113
206.719,0.71097
206.739,0.71082
206.759,0.71066
206.779,0.7105
206.799,0.71035
206.819,0.71019
206.839,0.71003
206.859,0.70988
206.879,0.70972
206.899,0.70957
206.919,0.70941
206.939,0.70926
206.959,0.7091
206.979,0.70894
206.999,0.70879
207.019,0.70867
207.039,0.70855
207.059,0.70843
207.079,0.70832
207.099,0.7082
207.119,0.70808
207.139,0.70797
207.159,0.70785
207.179,0.70773
207.199,0.70761
207.219,0.7075
207.239,0.70738
207.259,0.70726
207.279,0.70706
207.299,0.70684
207.319,0.70663
207.339,0.70642
207.359,0.70621
207.379,0.706
207.399,0.70579
207.419,0.70558
207.439,0.70537
207.459,0.70516
207.479,0.70494
207.499,0.70473
207.519,0.70452
207.539,0.70431
207.559,0.7041
207.579,0.70389
207.599,0.70368
207.619,0.70347
207.639,0.70326
207.659,0.70305
207.679,0.70284
207.699,0.70263
207.719,0.70242
207.739,0.70221
207.759,0.702
207.779,0.70179
207.799,0.70158
207.819,0.70137
207.839,0.70116
207.859,0.70095
207.879,0.70074
207.899,0.70053
207.919,0.70032
207.939,0.70011
207.959,0.6999
207.979,0.6997
207.999,0.69949
208.019,0.69927
208.039,0.69906
208.059,0.69885
208.079,0.69864
208.099,0.69842
208.119,0.69821
208.139,0.698
208.159,0.69779
208.179,0.69757
208.199,0.69736
208.219,0.69715
208.239,0.69694
208.259,0.69673
208.279,0.69651
208.299,0.6963
208.319,0.69609
208.339,0.69588
208.359,0.69567
208.379,0.69546
208.399,0.69524
208.419,0.69503
208.439,0.69482
208.459,0.69461
208.479,0.6944
208.499,0.69419
208.519,0.69398
208.539,0.69376
208.559,0.69355
208.579,0.69334
208.599,0.69313
208.619,0.69292
208.639,0.69271
208.659,0.6925
208.679,0.69229
208.699,0.69208
208.719,0.69187
208.739,0.69166
208.759,0.69145
208.779,0.69124
208.799,0.69103
208.819,0.69082
208.839,0.69061
208.859,0.6904
208.879,0.69019
208.899,0.68998
208.919,0.68977
208.939,0.68956
208.959,0.68935
208.979,0.68914
208.999,0.68893
209.019,0.68871
209.039,0.6885
209.059,0.68829
209.079,0.68808
209.099,0.68786
209.119,0.68765
209.139,0.68744
209.159,0.68723
209.179,0.68702
209.199,0.6868
209.219,0.68659
209.239,0.68638
209.259,0.68617
209.279,0.68595
209.299,0.68574
209.319,0.68553
209.339,0.68532
209.359,0.68511
209.379,0.6849
209.399,0.68468
209.419,0.68447
209.439,0.68421
209.459,0.68389
209.479,0.68356
209.499,0.68324
209.519,0.68291
209.539,0.68259
209.559,0.68226
209.579,0.68194
209.599,0.68162
209.619,0.68129
209.639,0.68097
209.659,0.68064
209.679,0.68032
209.699,0.68
209.719,0.67968
209.739,0.67935
209.759,0.67903
209.779,0.67871
209.799,0.67838
209.819,0.67806
209.839,0.67774
209.859,0.67742
209.879,0.6771
209.899,0.67678
209.919,0.67645
209.939,0.67613
209.959,0.67581
209.979,0.67549
209.999,0.67517
210.019,0.67488
210.039,0.67459
210.059,0.67431
210.079,0.67402
210.099,0.67373
210.119,0.67344
210.139,0.67316
210.159,0.67287
210.179,0.67258
210.199,0.6723
210.219,0.67201
210.239,0.67173
210.259,0.67144
210.279,0.67115
210.299,0.67087
210.319,0.67058
210.339,0.6703
210.359,0.67001
210.379,0.66973
210.399,0.66944
210.419,0.66915
210.439,0.66887
210.459,0.66859
210.479,0.6683
210.499,0.66802
210.519,0.66773
210.539,0.66745
210.559,0.66716
210.579,0.66688
210.599,0.66659
210.619,0.66631
210.639,0.66603
210.659,0.66574
210.679,0.66546
210.699,0.66518
210.719,0.66489
210.739,0.66461
210.759,0.66433
210.779,0.66404
210.799,0.66376
210.819,0.66348
210.839,0.6632
210.859,0.66291
210.879,0.66263
210.899,0.66235
210.919,0.66207
210.939,0.66178
210.959,0.6615
210.979,0.66122
210.999,0.66094
211.019,0.66063
211.039,0.66032
211.059,0.66002
211.079,0.65971
211.099,0.6594
211.119,0.6591
211.139,0.65879
211.159,0.65848
211.179,0.65817
211.199,0.65787
211.219,0.65756
211.239,0.65725
211.259,0.65695
211.279,0.65664
211.299,0.65634
211.319,0.65603
211.339,0.65573
211.359,0.65542
211.379,0.65511
211.399,0.65481
211.419,0.6545
211.439,0.6542
211.459,0.65389
211.479,0.65359
211.499,0.65329
211.519,0.65298
211.539,0.65268
211.559,0.65237
211.579,0.65207
211.599,0.65177
211.619,0.65146
211.639,0.65116
211.659,0.65079
211.679,0.65034
211.699,0.64989
211.719,0.64944
211.739,0.64899
211.759,0.64854
211.779,0.64809
211.799,0.64764
211.819,0.64719
211.839,0.64674
211.859,0.64629
211.879,0.64585
211.899,0.6454
211.919,0.64495
211.939,0.64451
211.959,0.64406
211.979,0.64361
211.999,0.64317
212.019,0.64271
212.039,0.64226
212.059,0.6418
