,col0,col1,col2
1799,4840.5,28.0,0.0
1800,4841.5,28.0,0.0
1801,4842.5,26.0,0.0
1802,4843.5,28.0,0.0
1803,4844.5,24.0,0.0
1804,4845.5,26.0,0.0
1805,4846.5,24.0,0.0
1806,4847.5,26.0,0.0
1807,4848.5,20.0,0.0
1808,4849.5,28.0,0.0
1809,4850.5,28.0,0.0
1810,4851.5,20.0,0.0
1811,4852.5,26.0,0.0
1812,4853.5,28.0,0.0
1813,4854.5,22.0,0.0
1814,4855.5,22.0,0.0
1815,4856.5,26.0,0.0
1816,4857.5,22.0,0.0
1817,4858.5,24.0,0.0
1818,4859.5,24.0,0.0
1819,4860.5,24.0,0.0
1820,4861.5,22.0,0.0
1821,4862.5,20.0,0.0
1822,4863.5,28.0,0.0
1823,4864.5,26.0,0.0
1824,4865.5,26.0,0.0
1825,4866.5,22.0,0.0
1826,4867.5,24.0,0.0
1827,4868.5,18.0,0.0
1828,4869.5,18.0,0.0
1829,4870.5,18.0,0.0
1830,4871.5,24.0,0.0
1831,4872.5,18.0,0.0
1832,4873.5,24.0,0.0
1833,4874.5,20.0,0.0
1834,4875.5,22.0,0.0
1835,4876.5,20.0,0.0
1836,4877.5,16.0,0.0
1837,4878.5,20.0,0.0
1838,4879.5,26.0,0.0
1839,4880.5,18.0,0.0
1840,4881.5,22.0,0.0
1841,4882.5,20.0,0.0
1842,4883.5,22.0,0.0
1843,4884.5,18.0,0.0
1844,4885.5,20.0,0.0
1845,4886.5,26.0,0.0
1846,4887.5,24.0,0.0
1847,4888.5,20.0,0.0
1848,4889.5,22.0,0.0
1849,4890.5,16.0,0.0
1850,4891.5,18.0,0.0
1851,4892.5,24.0,0.0
1852,4893.5,22.0,0.0
1853,4894.5,22.0,0.0
1854,4895.5,18.0,0.0
1855,4896.5,20.0,0.0
1856,4897.5,22.0,0.0
1857,4898.5,18.0,0.0
1858,4899.5,18.0,0.0
1859,4900.5,18.0,0.0
1860,4901.5,16.0,0.0
1861,4902.5,18.0,0.0
1862,4903.5,18.0,0.0
1863,4904.5,22.0,0.0
1864,4905.5,18.0,0.0
1865,4906.5,24.0,0.0
1866,4907.5,20.0,0.0
1867,4908.5,18.0,0.0
1868,4909.5,20.0,0.0
1869,4910.5,20.0,0.0
1870,4911.5,22.0,0.0
1871,4912.5,18.0,0.0
1872,4913.5,28.0,0.0
1873,4914.5,24.0,0.0
1874,4915.5,22.0,0.0
1875,4916.5,22.0,0.0
1876,4917.5,20.0,0.0
1877,4918.5,24.0,0.0
1878,4919.5,26.0,0.0
1879,4920.5,16.0,0.0
1880,4921.5,24.0,0.0
1881,4922.5,20.0,0.0
1882,4923.5,22.0,0.0
1883,4924.5,24.0,0.0
1884,4925.5,24.0,0.0
1885,4926.5,20.0,0.0
1886,4927.5,24.0,0.0
1887,4928.5,20.0,0.0
1888,4929.5,20.0,0.0
1889,4930.5,18.0,0.0
1890,4931.5,22.0,0.0
1891,4932.5,20.0,0.0
1892,4933.5,24.0,0.0
1893,4934.5,22.0,0.0
1894,4935.5,20.0,0.0
1895,4936.5,22.0,0.0
1896,4937.5,20.0,0.0
1897,4938.5,22.0,0.0
1898,4939.5,24.0,0.0
1899,4940.5,20.0,0.0
1900,4941.5,22.0,0.0
1901,4942.5,24.0,0.0
1902,4943.5,18.0,0.0
1903,4944.5,18.0,0.0
1904,4945.5,16.0,0.0
1905,4946.5,20.0,0.0
1906,4947.5,18.0,0.0
1907,4948.5,24.0,0.0
1908,4949.5,22.0,0.0
1909,4950.5,18.0,0.0
1910,4951.5,22.0,0.0
1911,4952.5,22.0,0.0
1912,4953.5,20.0,0.0
1913,4954.5,20.0,0.0
1914,4955.5,18.0,0.0
1915,4956.5,18.0,0.0
1916,4957.5,18.0,0.0
1917,4958.5,22.0,0.0
1918,4959.5,20.0,0.0
1919,4960.5,22.0,0.0
1920,4961.5,16.0,0.0
1921,4962.5,18.0,0.0
1922,4963.5,20.0,0.0
1923,4964.5,18.0,0.0
1924,4965.5,20.0,0.0
1925,4966.5,18.0,0.0
1926,4967.5,20.0,0.0
1927,4968.5,18.0,0.0
1928,4969.5,16.0,0.0
1929,4970.5,18.0,0.0
1930,4971.5,22.0,0.0
1931,4972.5,18.0,0.0
1932,4973.5,20.0,0.0
1933,4974.5,16.0,0.0
1934,4975.5,20.0,0.0
1935,4976.5,22.0,0.0
1936,4977.5,16.0,0.0
1937,4978.5,18.0,0.0
1938,4979.5,22.0,0.0
1939,4980.5,16.0,0.0
1940,4981.5,18.0,0.0
1941,4982.5,20.0,0.0
1942,4983.5,14.0,0.0
1943,4984.5,20.0,0.0
1944,4985.5,22.0,0.0
1945,4986.5,24.0,0.0
1946,4987.5,18.0,0.0
1947,4988.5,24.0,0.0
1948,4989.5,16.0,0.0
1949,4990.5,14.0,0.0
1950,4991.5,22.0,0.0
1951,4992.5,24.0,0.0
1952,4993.5,18.0,0.0
1953,4994.5,16.0,0.0
1954,4995.5,14.0,0.0
1955,4996.5,20.0,0.0
1956,4997.5,16.0,0.0
1957,4998.5,18.0,0.0
1958,4999.5,18.0,0.0
1959,5000.5,20.0,0.0
1960,5001.5,18.0,0.0
1961,5002.5,20.0,0.0
1962,5003.5,18.0,0.0
1963,5004.5,20.0,0.0
1964,5005.5,22.0,0.0
1965,5006.5,20.0,0.0
1966,5007.5,18.0,0.0
1967,5008.5,18.0,0.0
1968,5009.5,18.0,0.0
1969,5010.5,14.0,0.0
1970,5011.5,14.0,0.0
1971,5012.5,20.0,0.0
1972,5013.5,16.0,0.0
1973,5014.5,18.0,0.0
1974,5015.5,18.0,0.0
1975,5016.5,16.0,0.0
1976,5017.5,14.0,0.0
1977,5018.5,18.0,0.0
1978,5019.5,22.0,0.0
1979,5020.5,22.0,0.0
1980,5021.5,16.0,0.0
1981,5022.5,18.0,0.0
1982,5023.5,14.0,0.0
1983,5024.5,20.0,0.0
1984,5025.5,20.0,0.0
1985,5026.5,12.0,0.0
1986,5027.5,18.0,0.0
1987,5028.5,18.0,0.0
1988,5029.5,16.0,0.0
1989,5030.5,18.0,0.0
1990,5031.5,18.0,0.0
1991,5032.5,16.0,0.0
1992,5033.5,18.0,0.0
1993,5034.5,14.0,0.0
1994,5035.5,16.0,0.0
1995,5036.5,18.0,0.0
1996,5037.5,22.0,0.0
1997,5038.5,18.0,0.0
1998,5039.5,18.0,0.0
1999,5040.5,20.0,0.0
2000,5041.5,16.0,0.0
2001,5042.5,18.0,0.0
2002,5043.5,16.0,0.0
2003,5044.5,16.0,0.0
2004,5045.5,12.0,0.0
2005,5046.5,16.0,0.0
2006,5047.5,18.0,0.0
2007,5048.5,16.0,0.0
2008,5049.5,16.0,0.0
2009,5050.5,14.0,0.0
2010,5051.5,22.0,0.0
2011,5052.5,14.0,0.0
2012,5053.5,16.0,0.0
2013,5054.5,18.0,0.0
2014,5055.5,16.0,0.0
2015,5056.5,14.0,0.0
2016,5057.5,14.0,0.0
2017,5058.5,16.0,0.0
2018,5059.5,16.0,0.0
2019,5060.5,16.0,0.0
2020,5061.5,10.0,0.0
2021,5062.5,20.0,0.0
2022,5063.5,18.0,0.0
2023,5064.5,14.0,0.0
2024,5065.5,18.0,0.0
2025,5066.5,14.0,0.0
2026,5067.5,16.0,0.0
2027,5068.5,18.0,0.0
2028,5069.5,16.0,0.0
2029,5070.5,10.0,0.0
2030,5071.5,18.0,0.0
2031,5072.5,16.0,0.0
2032,5073.5,14.0,0.0
2033,5074.5,18.0,0.0
2034,5075.5,18.0,0.0
2035,5076.5,12.0,0.0
2036,5077.5,12.0,0.0
2037,5078.5,14.0,0.0
2038,5079.5,16.0,0.0
2039,5080.5,18.0,0.0
2040,5081.5,14.0,0.0
2041,5082.5,20.0,0.0
2042,5083.5,12.0,0.0
2043,5084.5,14.0,0.0
2044,5085.5,14.0,0.0
2045,5086.5,12.0,0.0
2046,5087.5,18.0,0.0
2047,5088.5,16.0,0.0
2048,5089.5,14.0,0.0
2049,5090.5,16.0,0.0
2050,5091.5,16.0,0.0
2051,5092.5,16.0,0.0
2052,5093.5,14.0,0.0
2053,5094.5,12.0,0.0
2054,5095.5,16.0,0.0
2055,5096.5,10.0,0.0
2056,5097.5,14.0,0.0
2057,5098.5,12.0,0.0
2058,5099.5,16.0,0.0
2059,5100.5,14.0,0.0
2060,5101.5,14.0,0.0
2061,5102.5,14.0,0.0
2062,5103.5,16.0,0.0
2063,5104.5,12.0,0.0
2064,5105.5,14.0,0.0
2065,5106.5,12.0,0.0
2066,5107.5,14.0,0.0
2067,5108.5,16.0,0.0
2068,5109.5,16.0,0.0
2069,5110.5,16.0,0.0
2070,5111.5,14.0,0.0
2071,5112.5,12.0,0.0
2072,5113.5,16.0,0.0
2073,5114.5,18.0,0.0
2074,5115.5,14.0,0.0
2075,5116.5,12.0,0.0
2076,5117.5,16.0,0.0
2077,5118.5,12.0,0.0
2078,5119.5,12.0,0.0
2079,5120.5,16.0,0.0
2080,5121.5,14.0,0.0
2081,5122.5,12.0,0.0
2082,5123.5,12.0,0.0
2083,5124.5,14.0,0.0
2084,5125.5,14.0,0.0
2085,5126.5,16.0,0.0
2086,5127.5,16.0,0.0
2087,5128.5,16.0,0.0
2088,5129.5,14.0,0.0
2089,5130.5,14.0,0.0
2090,5131.5,14.0,0.0
2091,5132.5,14.0,0.0
2092,5133.5,14.0,0.0
2093,5134.5,16.0,0.0
2094,5135.5,14.0,0.0
2095,5136.5,14.0,0.0
2096,5137.5,16.0,0.0
2097,5138.5,12.0,0.0
2098,5139.5,14.0,0.0
2099,5140.5,12.0,0.0
2100,5141.5,16.0,0.0
2101,5142.5,16.0,0.0
2102,5143.5,10.0,0.0
2103,5144.5,14.0,0.0
2104,5145.5,12.0,0.0
2105,5146.5,14.0,0.0
2106,5147.5,10.0,0.0
2107,5148.5,16.0,0.0
2108,5149.5,12.0,0.0
2109,5150.5,14.0,0.0
2110,5151.5,18.0,0.0
2111,5152.5,16.0,0.0
2112,5153.5,12.0,0.0
2113,5154.5,10.0,0.0
2114,5155.5,14.0,0.0
2115,5156.5,16.0,0.0
2116,5157.5,14.0,0.0
2117,5158.5,10.0,0.0
2118,5159.5,18.0,0.0
2119,5160.5,12.0,0.0
2120,5161.5,12.0,0.0
2121,5162.5,16.0,0.0
2122,5163.5,14.0,0.0
2123,5164.5,12.0,0.0
2124,5165.5,14.0,0.0
2125,5166.5,14.0,0.0
2126,5167.5,12.0,0.0
2127,5168.5,14.0,0.0
2128,5169.5,14.0,0.0
2129,5170.5,14.0,0.0
2130,5171.5,10.0,0.0
2131,5172.5,14.0,0.0
2132,5173.5,14.0,0.0
2133,5174.5,12.0,0.0
2134,5175.5,16.0,0.0
2135,5176.5,12.0,0.0
2136,5177.5,14.0,0.0
2137,5178.5,12.0,0.0
2138,5179.5,14.0,0.0
2139,5180.5,12.0,0.0
2140,5181.5,10.0,0.0
2141,5182.5,14.0,0.0
2142,5183.5,12.0,0.0
2143,5184.5,16.0,0.0
2144,5185.5,12.0,0.0
2145,5186.5,14.0,0.0
2146,5187.5,10.0,0.0
2147,5188.5,12.0,0.0
2148,5189.5,8.0,0.0
2149,5190.5,14.0,0.0
2150,5191.5,12.0,0.0
2151,5192.5,12.0,0.0
2152,5193.5,14.0,0.0
2153,5194.5,14.0,0.0
2154,5195.5,16.0,0.0
2155,5196.5,14.0,0.0
2156,5197.5,10.0,0.0
2157,5198.5,10.0,0.0
2158,5199.5,14.0,0.0
2159,5200.5,14.0,0.0
2160,5201.5,16.0,0.0
2161,5202.5,16.0,0.0
2162,5203.5,10.0,0.0
2163,5204.5,14.0,0.0
2164,5205.5,10.0,0.0
2165,5206.5,14.0,0.0
2166,5207.5,10.0,0.0
2167,5208.5,14.0,0.0
2168,5209.5,8.0,0.0
2169,5210.5,12.0,0.0
2170,5211.5,10.0,0.0
2171,5212.5,10.0,0.0
2172,5213.5,12.0,0.0
2173,5214.5,14.0,0.0
2174,5215.5,16.0,0.0
2175,5216.5,10.0,0.0
2176,5217.5,12.0,0.0
2177,5218.5,12.0,0.0
2178,5219.5,14.0,0.0
2179,5220.5,14.0,0.0
2180,5221.5,16.0,0.0
2181,5222.5,12.0,0.0
2182,5223.5,14.0,0.0
2183,5224.5,8.0,0.0
2184,5225.5,12.0,0.0
2185,5226.5,10.0,0.0
2186,5227.5,12.0,0.0
2187,5228.5,10.0,0.0
2188,5229.5,8.0,0.0
2189,5230.5,12.0,0.0
2190,5231.5,12.0,0.0
2191,5232.5,10.0,0.0
2192,5233.5,10.0,0.0
2193,5234.5,10.0,0.0
2194,5235.5,12.0,0.0
2195,5236.5,12.0,0.0
2196,5237.5,18.0,0.0
2197,5238.5,18.0,0.0
2198,5239.5,12.0,0.0
2199,5240.5,10.0,0.0
2200,5241.5,12.0,0.0
2201,5242.5,10.0,0.0
2202,5243.5,8.0,0.0
2203,5244.5,10.0,0.0
2204,5245.5,8.0,0.0
2205,5246.5,12.0,0.0
2206,5247.5,12.0,0.0
2207,5248.5,8.0,0.0
2208,5249.5,8.0,0.0
2209,5250.5,12.0,0.0
2210,5251.5,12.0,0.0
2211,5252.5,12.0,0.0
2212,5253.5,8.0,0.0
2213,5254.5,12.0,0.0
2214,5255.5,12.0,0.0
2215,5256.5,10.0,0.0
2216,5257.5,12.0,0.0
2217,5258.5,10.0,0.0
2218,5259.5,8.0,0.0
2219,5260.5,10.0,0.0
2220,5261.5,10.0,0.0
2221,5262.5,12.0,0.0
2222,5263.5,8.0,0.0
2223,5264.5,12.0,0.0
2224,5265.5,8.0,0.0
2225,5266.5,10.0,0.0
2226,5267.5,10.0,0.0
2227,5268.5,12.0,0.0
2228,5269.5,12.0,0.0
2229,5270.5,14.0,0.0
2230,5271.5,10.0,0.0
2231,5272.5,10.0,0.0
2232,5273.5,12.0,0.0
2233,5274.5,8.0,0.0
2234,5275.5,10.0,0.0
2235,5276.5,10.0,0.0
2236,5277.5,12.0,0.0
2237,5278.5,10.0,0.0
2238,5279.5,8.0,0.0
2239,5280.5,10.0,0.0
2240,5281.5,10.0,0.0
2241,5282.5,14.0,0.0
2242,5283.5,8.0,0.0
2243,5284.5,10.0,0.0
2244,5285.5,8.0,0.0
2245,5286.5,10.0,0.0
2246,5287.5,12.0,0.0
2247,5288.5,8.0,0.0
2248,5289.5,8.0,0.0
2249,5290.5,12.0,0.0
2250,5291.5,8.0,0.0
2251,5292.5,10.0,0.0
2252,5293.5,10.0,0.0
2253,5294.5,8.0,0.0
2254,5295.5,12.0,0.0
2255,5296.5,10.0,0.0
2256,5297.5,10.0,0.0
2257,5298.5,12.0,0.0
2258,5299.5,10.0,0.0
2259,5300.5,10.0,0.0
2260,5301.5,10.0,0.0
2261,5302.5,10.0,0.0
2262,5303.5,10.0,0.0
2263,5304.5,12.0,0.0
2264,5305.5,8.0,0.0
2265,5306.5,12.0,0.0
2266,5307.5,10.0,0.0
2267,5308.5,10.0,0.0
2268,5309.5,10.0,0.0
2269,5310.5,8.0,0.0
2270,5311.5,12.0,0.0
2271,5312.5,10.0,0.0
2272,5313.5,8.0,0.0
2273,5314.5,14.0,0.0
2274,5315.5,10.0,0.0
2275,5316.5,10.0,0.0
2276,5317.5,12.0,0.0
2277,5318.5,12.0,0.0
2278,5319.5,8.0,0.0
2279,5320.5,10.0,0.0
2280,5321.5,12.0,0.0
2281,5322.5,10.0,0.0
2282,5323.5,12.0,0.0
2283,5324.5,6.0,0.0
2284,5325.5,12.0,0.0
2285,5326.5,8.0,0.0
2286,5327.5,8.0,0.0
2287,5328.5,14.0,0.0
2288,5329.5,10.0,0.0
2289,5330.5,10.0,0.0
2290,5331.5,8.0,0.0
2291,5332.5,10.0,0.0
2292,5333.5,8.0,0.0
2293,5334.5,10.0,0.0
2294,5335.5,10.0,0.0
2295,5336.5,10.0,0.0
2296,5337.5,8.0,0.0
2297,5338.5,10.0,0.0
2298,5339.5,8.0,0.0
2299,5340.5,10.0,0.0
2300,5341.5,6.0,0.0
2301,5342.5,12.0,0.0
2302,5343.5,10.0,0.0
2303,5344.5,8.0,0.0
2304,5345.5,6.0,0.0
2305,5346.5,8.0,0.0
2306,5347.5,6.0,0.0
2307,5348.5,8.0,0.0
2308,5349.5,12.0,0.0
2309,5350.5,6.0,0.0
2310,5351.5,12.0,0.0
2311,5352.5,10.0,0.0
2312,5353.5,8.0,0.0
2313,5354.5,8.0,0.0
2314,5355.5,10.0,0.0
2315,5356.5,10.0,0.0
2316,5357.5,12.0,0.0
2317,5358.5,10.0,0.0
2318,5359.5,10.0,0.0
2319,5360.5,10.0,0.0
2320,5361.5,8.0,0.0
2321,5362.5,6.0,0.0
2322,5363.5,12.0,0.0
2323,5364.5,10.0,0.0
2324,5365.5,8.0,0.0
2325,5366.5,8.0,0.0
2326,5367.5,8.0,0.0
2327,5368.5,8.0,0.0
2328,5369.5,8.0,0.0
2329,5370.5,10.0,0.0
2330,5371.5,8.0,0.0
2331,5372.5,8.0,0.0
2332,5373.5,6.0,0.0
2333,5374.5,8.0,0.0
2334,5375.5,8.0,0.0
2335,5376.5,10.0,0.0
2336,5377.5,8.0,0.0
2337,5378.5,10.0,0.0
2338,5379.5,8.0,0.0
2339,5380.5,6.0,0.0
2340,5381.5,6.0,0.0
2341,5382.5,8.0,0.0
2342,5383.5,8.0,0.0
2343,5384.5,8.0,0.0
2344,5385.5,8.0,0.0
2345,5386.5,10.0,0.0
2346,5387.5,6.0,0.0
2347,5388.5,8.0,0.0
2348,5389.5,8.0,0.0
2349,5390.5,6.0,0.0
2350,5391.5,8.0,0.0
2351,5392.5,8.0,0.0
2352,5393.5,8.0,0.0
2353,5394.5,8.0,0.0
2354,5395.5,6.0,0.0
2355,5396.5,8.0,0.0
2356,5397.5,4.0,0.0
2357,5398.5,6.0,0.0
2358,5399.5,6.0,0.0
2359,5400.5,8.0,0.0
2360,5401.5,6.0,0.0
2361,5402.5,6.0,0.0
2362,5403.5,12.0,0.0
2363,5404.5,6.0,0.0
2364,5405.5,8.0,0.0
2365,5406.5,8.0,0.0
2366,5407.5,4.0,0.0
2367,5408.5,8.0,0.0
2368,5409.5,10.0,0.0
2369,5410.5,6.0,0.0
2370,5411.5,10.0,0.0
2371,5412.5,12.0,0.0
2372,5413.5,10.0,0.0
2373,5414.5,10.0,0.0
2374,5415.5,10.0,0.0
2375,5416.5,8.0,0.0
2376,5417.5,6.0,0.0
2377,5418.5,8.0,0.0
2378,5419.5,10.0,0.0
2379,5420.5,12.0,0.0
2380,5421.5,6.0,0.0
2381,5422.5,10.0,0.0
2382,5423.5,10.0,0.0
2383,5424.5,10.0,0.0
2384,5425.5,6.0,0.0
2385,5426.5,8.0,0.0
2386,5427.5,6.0,0.0
2387,5428.5,10.0,0.0
2388,5429.5,8.0,0.0
2389,5430.5,6.0,0.0
2390,5431.5,10.0,0.0
2391,5432.5,4.0,0.0
2392,5433.5,6.0,0.0
2393,5434.5,6.0,0.0
2394,5435.5,6.0,0.0
2395,5436.5,6.0,0.0
2396,5437.5,8.0,0.0
2397,5438.5,8.0,0.0
2398,5439.5,8.0,0.0
2399,5440.5,6.0,0.0
2400,5441.5,10.0,0.0
2401,5442.5,8.0,0.0
2402,5443.5,8.0,0.0
2403,5444.5,8.0,0.0
2404,5445.5,10.0,0.0
2405,5446.5,4.0,0.0
2406,5447.5,8.0,0.0
2407,5448.5,6.0,0.0
2408,5449.5,10.0,0.0
2409,5450.5,8.0,0.0
2410,5451.5,6.0,0.0
2411,5452.5,8.0,0.0
2412,5453.5,10.0,0.0
2413,5454.5,6.0,0.0
2414,5455.5,8.0,0.0
2415,5456.5,8.0,0.0
2416,5457.5,6.0,0.0
2417,5458.5,10.0,0.0
2418,5459.5,8.0,0.0
2419,5460.5,4.0,0.0
2420,5461.5,6.0,0.0
2421,5462.5,8.0,0.0
2422,5463.5,8.0,0.0
2423,5464.5,6.0,0.0
2424,5465.5,8.0,0.0
2425,5466.5,8.0,0.0
2426,5467.5,8.0,0.0
2427,5468.5,6.0,0.0
2428,5469.5,8.0,0.0
2429,5470.5,8.0,0.0
2430,5471.5,6.0,0.0
2431,5472.5,10.0,0.0
2432,5473.5,4.0,0.0
2433,5474.5,6.0,0.0
2434,5475.5,6.0,0.0
2435,5476.5,6.0,0.0
2436,5477.5,8.0,0.0
2437,5478.5,8.0,0.0
2438,5479.5,8.0,0.0
2439,5480.5,6.0,0.0
2440,5481.5,8.0,0.0
2441,5482.5,6.0,0.0
2442,5483.5,8.0,0.0
2443,5484.5,6.0,0.0
2444,5485.5,4.0,0.0
2445,5486.5,6.0,0.0
2446,5487.5,6.0,0.0
2447,5488.5,6.0,0.0
2448,5489.5,6.0,0.0
2449,5490.5,8.0,0.0
2450,5491.5,4.0,0.0
2451,5492.5,8.0,0.0
2452,5493.5,6.0,0.0
2453,5494.5,6.0,0.0
2454,5495.5,8.0,0.0
2455,5496.5,8.0,0.0
2456,5497.5,8.0,0.0
2457,5498.5,6.0,0.0
2458,5499.5,4.0,0.0
2459,5500.5,8.0,0.0
2460,5501.5,6.0,0.0
2461,5502.5,6.0,0.0
2462,5503.5,6.0,0.0
2463,5504.5,8.0,0.0
2464,5505.5,10.0,0.0
2465,5506.5,4.0,0.0
2466,5507.5,6.0,0.0
2467,5508.5,12.0,0.0
2468,5509.5,6.0,0.0
2469,5510.5,6.0,0.0
2470,5511.5,6.0,0.0
2471,5512.5,6.0,0.0
2472,5513.5,8.0,0.0
2473,5514.5,6.0,0.0
2474,5515.5,8.0,0.0
2475,5516.5,4.0,0.0
2476,5517.5,8.0,0.0
2477,5518.5,6.0,0.0
2478,5519.5,8.0,0.0
2479,5520.5,6.0,0.0
2480,5521.5,8.0,0.0
2481,5522.5,6.0,0.0
2482,5523.5,8.0,0.0
2483,5524.5,8.0,0.0
2484,5525.5,6.0,0.0
2485,5526.5,8.0,0.0
2486,5527.5,6.0,0.0
2487,5528.5,8.0,0.0
2488,5529.5,4.0,0.0
2489,5530.5,6.0,0.0
2490,5531.5,6.0,0.0
2491,5532.5,6.0,0.0
2492,5533.5,6.0,0.0
2493,5534.5,8.0,0.0
2494,5535.5,6.0,0.0
2495,5536.5,6.0,0.0
2496,5537.5,6.0,0.0
2497,5538.5,6.0,0.0
2498,5539.5,8.0,0.0
2499,5540.5,4.0,0.0
2500,5541.5,6.0,0.0
2501,5542.5,6.0,0.0
2502,5543.5,6.0,0.0
2503,5544.5,8.0,0.0
2504,5545.5,4.0,0.0
2505,5546.5,6.0,0.0
2506,5547.5,6.0,0.0
2507,5548.5,6.0,0.0
2508,5549.5,6.0,0.0
2509,5550.5,6.0,0.0
2510,5551.5,6.0,0.0
2511,5552.5,6.0,0.0
2512,5553.5,6.0,0.0
2513,5554.5,6.0,0.0
2514,5555.5,4.0,0.0
2515,5556.5,6.0,0.0
2516,5557.5,6.0,0.0
2517,5558.5,6.0,0.0
2518,5559.5,6.0,0.0
2519,5560.5,6.0,0.0
2520,5561.5,6.0,0.0
2521,5562.5,6.0,0.0
2522,5563.5,6.0,0.0
2523,5564.5,6.0,0.0
2524,5565.5,6.0,0.0
2525,5566.5,6.0,0.0
2526,5567.5,6.0,0.0
2527,5568.5,6.0,0.0
2528,5569.5,2.0,0.0
2529,5570.5,6.0,0.0
2530,5571.5,8.0,0.0
2531,5572.5,4.0,0.0
2532,5573.5,4.0,0.0
2533,5574.5,6.0,0.0
2534,5575.5,4.0,0.0
2535,5576.5,4.0,0.0
2536,5577.5,6.0,0.0
2537,5578.5,6.0,0.0
2538,5579.5,8.0,0.0
2539,5580.5,6.0,0.0
2540,5581.5,6.0,0.0
2541,5582.5,4.0,0.0
2542,5583.5,6.0,0.0
2543,5584.5,6.0,0.0
2544,5585.5,8.0,0.0
2545,5586.5,4.0,0.0
2546,5587.5,8.0,0.0
2547,5588.5,4.0,0.0
2548,5589.5,4.0,0.0
2549,5590.5,6.0,0.0
2550,5591.5,4.0,0.0
2551,5592.5,6.0,0.0
2552,5593.5,4.0,0.0
2553,5594.5,4.0,0.0
2554,5595.5,6.0,0.0
2555,5596.5,4.0,0.0
2556,5597.5,6.0,0.0
2557,5598.5,4.0,0.0
2558,5599.5,6.0,0.0
2559,5600.5,6.0,0.0
2560,5601.5,8.0,0.0
2561,5602.5,4.0,0.0
2562,5603.5,6.0,0.0
2563,5604.5,4.0,0.0
2564,5605.5,4.0,0.0
2565,5606.5,4.0,0.0
2566,5607.5,4.0,0.0
2567,5608.5,6.0,0.0
2568,5609.5,6.0,0.0
2569,5610.5,6.0,0.0
2570,5611.5,6.0,0.0
2571,5612.5,4.0,0.0
2572,5613.5,6.0,0.0
2573,5614.5,6.0,0.0
2574,5615.5,8.0,0.0
2575,5616.5,6.0,0.0
2576,5617.5,4.0,0.0
2577,5618.5,6.0,0.0
2578,5619.5,4.0,0.0
2579,5620.5,6.0,0.0
2580,5621.5,6.0,0.0
2581,5622.5,6.0,0.0
2582,5623.5,4.0,0.0
2583,5624.5,6.0,0.0
2584,5625.5,4.0,0.0
2585,5626.5,6.0,0.0
2586,5627.5,2.0,0.0
2587,5628.5,8.0,0.0
2588,5629.5,6.0,0.0
2589,5630.5,6.0,0.0
2590,5631.5,6.0,0.0
2591,5632.5,2.0,0.0
2592,5633.5,6.0,0.0
2593,5634.5,2.0,0.0
2594,5635.5,6.0,0.0
2595,5636.5,4.0,0.0
2596,5637.5,2.0,0.0
2597,5638.5,8.0,0.0
2598,5639.5,6.0,0.0
2599,5640.5,6.0,0.0
2600,5641.5,4.0,0.0
2601,5642.5,2.0,0.0
2602,5643.5,6.0,0.0
2603,5644.5,4.0,0.0
2604,5645.5,8.0,0.0
2605,5646.5,4.0,0.0
2606,5647.5,4.0,0.0
2607,5648.5,6.0,0.0
2608,5649.5,6.0,0.0
2609,5650.5,2.0,0.0
2610,5651.5,2.0,0.0
2611,5652.5,6.0,0.0
2612,5653.5,4.0,0.0
2613,5654.5,6.0,0.0
2614,5655.5,4.0,0.0
2615,5656.5,6.0,0.0
2616,5657.5,2.0,0.0
2617,5658.5,8.0,0.0
2618,5659.5,4.0,0.0
2619,5660.5,4.0,0.0
2620,5661.5,6.0,0.0
2621,5662.5,6.0,0.0
2622,5663.5,4.0,0.0
2623,5664.5,4.0,0.0
2624,5665.5,6.0,0.0
2625,5666.5,4.0,0.0
2626,5667.5,4.0,0.0
2627,5668.5,4.0,0.0
2628,5669.5,4.0,0.0
2629,5670.5,6.0,0.0
2630,5671.5,6.0,0.0
2631,5672.5,4.0,0.0
2632,5673.5,4.0,0.0
2633,5674.5,2.0,0.0
2634,5675.5,4.0,0.0
2635,5676.5,6.0,0.0
2636,5677.5,4.0,0.0
2637,5678.5,6.0,0.0
2638,5679.5,4.0,0.0
2639,5680.5,2.0,0.0
2640,5681.5,4.0,0.0
2641,5682.5,6.0,0.0
2642,5683.5,4.0,0.0
2643,5684.5,6.0,0.0
2644,5685.5,6.0,0.0
2645,5686.5,4.0,0.0
2646,5687.5,4.0,0.0
2647,5688.5,6.0,0.0
2648,5689.5,8.0,0.0
2649,5690.5,6.0,0.0
2650,5691.5,4.0,0.0
2651,5692.5,4.0,0.0
2652,5693.5,2.0,0.0
2653,5694.5,4.0,0.0
2654,5695.5,4.0,0.0
2655,5696.5,2.0,0.0
2656,5697.5,4.0,0.0
2657,5698.5,4.0,0.0
2658,5699.5,6.0,0.0
2659,5700.5,6.0,0.0
2660,5701.5,4.0,0.0
2661,5702.5,4.0,0.0
2662,5703.5,6.0,0.0
2663,5704.5,4.0,0.0
2664,5705.5,6.0,0.0
2665,5706.5,4.0,0.0
2666,5707.5,6.0,0.0
2667,5708.5,6.0,0.0
2668,5709.5,4.0,0.0
2669,5710.5,6.0,0.0
2670,5711.5,4.0,0.0
2671,5712.5,4.0,0.0
2672,5713.5,4.0,0.0
