,col0,col1,col2
920,3961.5,146.0,4.0
921,3962.5,142.0,2.0
922,3963.5,156.0,2.0
923,3964.5,168.0,2.0
924,3965.5,150.0,4.0
925,3966.5,146.0,4.0
926,3967.5,140.0,4.0
927,3968.5,156.0,2.0
928,3969.5,152.0,2.0
929,3970.5,144.0,2.0
930,3971.5,130.0,4.0
931,3972.5,148.0,4.0
932,3973.5,150.0,2.0
933,3974.5,144.0,4.0
934,3975.5,130.0,4.0
935,3976.5,126.0,4.0
936,3977.5,154.0,2.0
937,3978.5,158.0,2.0
938,3979.5,146.0,4.0
939,3980.5,152.0,4.0
940,3981.5,142.0,4.0
941,3982.5,138.0,2.0
942,3983.5,142.0,4.0
943,3984.5,150.0,4.0
944,3985.5,152.0,2.0
945,3986.5,146.0,4.0
946,3987.5,146.0,2.0
947,3988.5,134.0,2.0
948,3989.5,146.0,4.0
949,3990.5,150.0,4.0
950,3991.5,152.0,6.0
951,3992.5,146.0,4.0
952,3993.5,138.0,4.0
953,3994.5,146.0,2.0
954,3995.5,136.0,4.0
955,3996.5,154.0,4.0
956,3997.5,150.0,4.0
957,3998.5,144.0,2.0
958,3999.5,130.0,2.0
959,4000.5,138.0,4.0
960,4001.5,120.0,2.0
961,4002.5,136.0,4.0
962,4003.5,138.0,4.0
963,4004.5,142.0,2.0
964,4005.5,130.0,4.0
965,4006.5,132.0,4.0
966,4007.5,140.0,2.0
967,4008.5,126.0,2.0
968,4009.5,146.0,2.0
969,4010.5,122.0,2.0
970,4011.5,138.0,4.0
971,4012.5,134.0,4.0
972,4013.5,132.0,2.0
973,4014.5,130.0,2.0
974,4015.5,136.0,2.0
975,4016.5,140.0,2.0
976,4017.5,124.0,4.0
977,4018.5,132.0,2.0
978,4019.5,122.0,2.0
979,4020.5,132.0,2.0
980,4021.5,146.0,2.0
981,4022.5,122.0,2.0
982,4023.5,130.0,2.0
983,4024.5,118.0,4.0
984,4025.5,126.0,2.0
985,4026.5,126.0,2.0
986,4027.5,142.0,2.0
987,4028.5,132.0,2.0
988,4029.5,140.0,2.0
989,4030.5,138.0,4.0
990,4031.5,126.0,2.0
991,4032.5,136.0,2.0
992,4033.5,128.0,2.0
993,4034.5,124.0,2.0
994,4035.5,140.0,2.0
995,4036.5,132.0,0.0
996,4037.5,130.0,2.0
997,4038.5,122.0,2.0
998,4039.5,136.0,4.0
999,4040.5,124.0,0.0
1000,4041.5,128.0,2.0
1001,4042.5,138.0,4.0
1002,4043.5,116.0,2.0
1003,4044.5,126.0,2.0
1004,4045.5,116.0,2.0
1005,4046.5,122.0,4.0
1006,4047.5,120.0,2.0
1007,4048.5,116.0,2.0
1008,4049.5,136.0,4.0
1009,4050.5,122.0,2.0
1010,4051.5,132.0,2.0
1011,4052.5,118.0,4.0
1012,4053.5,120.0,0.0
1013,4054.5,124.0,2.0
1014,4055.5,122.0,2.0
1015,4056.5,114.0,0.0
1016,4057.5,126.0,4.0
1017,4058.5,130.0,2.0
1018,4059.5,120.0,4.0
1019,4060.5,122.0,4.0
1020,4061.5,118.0,2.0
1021,4062.5,130.0,4.0
1022,4063.5,126.0,2.0
1023,4064.5,120.0,2.0
1024,4065.5,116.0,2.0
1025,4066.5,114.0,2.0
1026,4067.5,120.0,2.0
1027,4068.5,128.0,2.0
1028,4069.5,114.0,2.0
1029,4070.5,116.0,2.0
1030,4071.5,120.0,2.0
1031,4072.5,116.0,2.0
1032,4073.5,112.0,2.0
1033,4074.5,118.0,2.0
1034,4075.5,128.0,2.0
1035,4076.5,108.0,2.0
1036,4077.5,122.0,2.0
1037,4078.5,112.0,2.0
1038,4079.5,100.0,2.0
1039,4080.5,110.0,2.0
1040,4081.5,114.0,2.0
1041,4082.5,112.0,2.0
1042,4083.5,130.0,2.0
1043,4084.5,122.0,2.0
1044,4085.5,116.0,2.0
1045,4086.5,118.0,2.0
1046,4087.5,110.0,2.0
1047,4088.5,116.0,2.0
1048,4089.5,116.0,4.0
1049,4090.5,112.0,2.0
1050,4091.5,120.0,2.0
1051,4092.5,120.0,2.0
1052,4093.5,116.0,4.0
1053,4094.5,116.0,2.0
1054,4095.5,112.0,2.0
1055,4096.5,114.0,2.0
1056,4097.5,116.0,2.0
1057,4098.5,108.0,2.0
1058,4099.5,110.0,2.0
1059,4100.5,116.0,2.0
1060,4101.5,112.0,2.0
1061,4102.5,106.0,0.0
1062,4103.5,112.0,2.0
1063,4104.5,122.0,2.0
1064,4105.5,120.0,2.0
1065,4106.5,98.0,0.0
1066,4107.5,94.0,2.0
1067,4108.5,102.0,0.0
1068,4109.5,106.0,2.0
1069,4110.5,110.0,2.0
1070,4111.5,106.0,2.0
1071,4112.5,110.0,2.0
1072,4113.5,114.0,4.0
1073,4114.5,104.0,2.0
1074,4115.5,108.0,2.0
1075,4116.5,104.0,4.0
1076,4117.5,106.0,2.0
1077,4118.5,100.0,4.0
1078,4119.5,116.0,2.0
1079,4120.5,106.0,2.0
1080,4121.5,114.0,2.0
1081,4122.5,108.0,2.0
1082,4123.5,110.0,2.0
1083,4124.5,108.0,2.0
1084,4125.5,110.0,2.0
1085,4126.5,108.0,2.0
1086,4127.5,104.0,2.0
1087,4128.5,110.0,2.0
1088,4129.5,104.0,2.0
1089,4130.5,106.0,0.0
1090,4131.5,106.0,0.0
1091,4132.5,98.0,0.0
1092,4133.5,104.0,2.0
1093,4134.5,94.0,2.0
1094,4135.5,114.0,4.0
1095,4136.5,106.0,2.0
1096,4137.5,102.0,2.0
1097,4138.5,106.0,2.0
1098,4139.5,108.0,2.0
1099,4140.5,100.0,2.0
1100,4141.5,96.0,0.0
1101,4142.5,88.0,2.0
1102,4143.5,104.0,2.0
1103,4144.5,108.0,2.0
1104,4145.5,102.0,0.0
1105,4146.5,112.0,0.0
1106,4147.5,102.0,2.0
1107,4148.5,90.0,2.0
1108,4149.5,102.0,2.0
1109,4150.5,98.0,2.0
1110,4151.5,104.0,2.0
1111,4152.5,108.0,2.0
1112,4153.5,104.0,2.0
1113,4154.5,106.0,4.0
1114,4155.5,110.0,2.0
1115,4156.5,108.0,4.0
1116,4157.5,100.0,0.0
1117,4158.5,96.0,2.0
1118,4159.5,102.0,0.0
1119,4160.5,100.0,2.0
1120,4161.5,94.0,0.0
1121,4162.5,98.0,2.0
1122,4163.5,90.0,4.0
1123,4164.5,92.0,2.0
1124,4165.5,96.0,2.0
1125,4166.5,100.0,0.0
1126,4167.5,114.0,0.0
1127,4168.5,92.0,2.0
1128,4169.5,96.0,0.0
1129,4170.5,104.0,2.0
1130,4171.5,102.0,2.0
1131,4172.5,98.0,2.0
1132,4173.5,86.0,0.0
1133,4174.5,98.0,2.0
1134,4175.5,98.0,2.0
1135,4176.5,90.0,0.0
1136,4177.5,96.0,2.0
1137,4178.5,96.0,2.0
1138,4179.5,100.0,2.0
1139,4180.5,84.0,2.0
1140,4181.5,104.0,2.0
1141,4182.5,100.0,0.0
1142,4183.5,84.0,2.0
1143,4184.5,88.0,2.0
1144,4185.5,86.0,0.0
1145,4186.5,90.0,2.0
1146,4187.5,90.0,2.0
1147,4188.5,86.0,2.0
1148,4189.5,96.0,0.0
1149,4190.5,110.0,2.0
1150,4191.5,90.0,2.0
1151,4192.5,88.0,0.0
1152,4193.5,80.0,2.0
1153,4194.5,86.0,0.0
1154,4195.5,96.0,2.0
1155,4196.5,86.0,0.0
1156,4197.5,96.0,2.0
1157,4198.5,90.0,0.0
1158,4199.5,90.0,4.0
1159,4200.5,98.0,2.0
1160,4201.5,84.0,2.0
1161,4202.5,92.0,0.0
1162,4203.5,86.0,2.0
1163,4204.5,84.0,2.0
1164,4205.5,98.0,2.0
1165,4206.5,96.0,0.0
1166,4207.5,90.0,0.0
1167,4208.5,92.0,0.0
1168,4209.5,92.0,2.0
1169,4210.5,94.0,0.0
1170,4211.5,94.0,2.0
1171,4212.5,88.0,2.0
1172,4213.5,84.0,2.0
1173,4214.5,78.0,2.0
1174,4215.5,92.0,0.0
1175,4216.5,88.0,2.0
1176,4217.5,86.0,2.0
1177,4218.5,88.0,0.0
1178,4219.5,94.0,0.0
1179,4220.5,82.0,2.0
1180,4221.5,80.0,0.0
1181,4222.5,80.0,2.0
1182,4223.5,82.0,0.0
1183,4224.5,92.0,2.0
1184,4225.5,90.0,0.0
1185,4226.5,96.0,0.0
1186,4227.5,76.0,0.0
1187,4228.5,82.0,2.0
1188,4229.5,82.0,0.0
1189,4230.5,88.0,0.0
1190,4231.5,86.0,2.0
1191,4232.5,80.0,2.0
1192,4233.5,90.0,0.0
1193,4234.5,84.0,2.0
1194,4235.5,90.0,2.0
1195,4236.5,90.0,2.0
1196,4237.5,84.0,2.0
1197,4238.5,84.0,2.0
1198,4239.5,84.0,0.0
1199,4240.5,82.0,2.0
1200,4241.5,88.0,2.0
1201,4242.5,88.0,2.0
1202,4243.5,88.0,0.0
1203,4244.5,86.0,0.0
1204,4245.5,100.0,2.0
1205,4246.5,76.0,0.0
1206,4247.5,88.0,0.0
1207,4248.5,88.0,0.0
1208,4249.5,82.0,4.0
1209,4250.5,72.0,2.0
1210,4251.5,78.0,2.0
1211,4252.5,82.0,2.0
1212,4253.5,80.0,2.0
1213,4254.5,88.0,0.0
1214,4255.5,80.0,0.0
1215,4256.5,84.0,0.0
1216,4257.5,78.0,0.0
1217,4258.5,82.0,2.0
1218,4259.5,86.0,2.0
1219,4260.5,86.0,0.0
1220,4261.5,90.0,0.0
1221,4262.5,84.0,0.0
1222,4263.5,82.0,2.0
1223,4264.5,76.0,0.0
1224,4265.5,84.0,0.0
1225,4266.5,80.0,0.0
1226,4267.5,70.0,2.0
1227,4268.5,76.0,0.0
1228,4269.5,80.0,0.0
1229,4270.5,88.0,0.0
1230,4271.5,80.0,0.0
1231,4272.5,96.0,2.0
1232,4273.5,76.0,0.0
1233,4274.5,76.0,0.0
1234,4275.5,94.0,2.0
1235,4276.5,68.0,2.0
1236,4277.5,82.0,2.0
1237,4278.5,84.0,0.0
1238,4279.5,78.0,2.0
1239,4280.5,66.0,0.0
1240,4281.5,78.0,2.0
1241,4282.5,80.0,0.0
1242,4283.5,80.0,0.0
1243,4284.5,76.0,0.0
1244,4285.5,76.0,0.0
1245,4286.5,78.0,0.0
1246,4287.5,86.0,0.0
1247,4288.5,72.0,0.0
1248,4289.5,74.0,2.0
1249,4290.5,74.0,0.0
1250,4291.5,64.0,0.0
1251,4292.5,86.0,0.0
1252,4293.5,72.0,0.0
1253,4294.5,72.0,2.0
1254,4295.5,82.0,2.0
1255,4296.5,74.0,2.0
1256,4297.5,76.0,0.0
1257,4298.5,76.0,2.0
1258,4299.5,80.0,0.0
1259,4300.5,76.0,2.0
1260,4301.5,80.0,0.0
1261,4302.5,76.0,0.0
1262,4303.5,70.0,2.0
1263,4304.5,72.0,2.0
1264,4305.5,70.0,0.0
1265,4306.5,68.0,2.0
1266,4307.5,80.0,0.0
1267,4308.5,70.0,0.0
1268,4309.5,76.0,0.0
1269,4310.5,82.0,0.0
1270,4311.5,70.0,2.0
1271,4312.5,64.0,2.0
1272,4313.5,64.0,0.0
1273,4314.5,74.0,0.0
1274,4315.5,62.0,2.0
1275,4316.5,68.0,0.0
1276,4317.5,78.0,0.0
1277,4318.5,68.0,0.0
1278,4319.5,70.0,0.0
1279,4320.5,68.0,0.0
1280,4321.5,68.0,0.0
1281,4322.5,74.0,2.0
1282,4323.5,84.0,0.0
1283,4324.5,64.0,0.0
1284,4325.5,60.0,2.0
1285,4326.5,74.0,0.0
1286,4327.5,66.0,0.0
1287,4328.5,74.0,0.0
1288,4329.5,72.0,2.0
1289,4330.5,70.0,0.0
1290,4331.5,72.0,0.0
1291,4332.5,68.0,2.0
1292,4333.5,70.0,2.0
1293,4334.5,72.0,2.0
1294,4335.5,66.0,2.0
1295,4336.5,66.0,0.0
1296,4337.5,70.0,0.0
1297,4338.5,70.0,2.0
1298,4339.5,70.0,2.0
1299,4340.5,72.0,2.0
1300,4341.5,62.0,0.0
1301,4342.5,68.0,0.0
1302,4343.5,62.0,0.0
1303,4344.5,62.0,0.0
1304,4345.5,72.0,0.0
1305,4346.5,68.0,0.0
1306,4347.5,68.0,0.0
1307,4348.5,70.0,0.0
1308,4349.5,64.0,0.0
1309,4350.5,58.0,2.0
1310,4351.5,72.0,2.0
1311,4352.5,70.0,0.0
1312,4353.5,64.0,2.0
1313,4354.5,72.0,0.0
1314,4355.5,74.0,2.0
1315,4356.5,66.0,0.0
1316,4357.5,72.0,0.0
1317,4358.5,62.0,0.0
1318,4359.5,64.0,0.0
1319,4360.5,66.0,0.0
1320,4361.5,66.0,0.0
1321,4362.5,72.0,2.0
1322,4363.5,64.0,0.0
1323,4364.5,68.0,2.0
1324,4365.5,64.0,2.0
1325,4366.5,66.0,0.0
1326,4367.5,74.0,0.0
1327,4368.5,58.0,0.0
1328,4369.5,66.0,0.0
1329,4370.5,56.0,0.0
1330,4371.5,64.0,0.0
1331,4372.5,62.0,0.0
1332,4373.5,74.0,0.0
1333,4374.5,54.0,0.0
1334,4375.5,72.0,2.0
1335,4376.5,68.0,0.0
1336,4377.5,58.0,0.0
1337,4378.5,64.0,0.0
1338,4379.5,56.0,2.0
1339,4380.5,68.0,0.0
1340,4381.5,58.0,0.0
1341,4382.5,64.0,0.0
1342,4383.5,62.0,0.0
1343,4384.5,62.0,0.0
1344,4385.5,56.0,2.0
1345,4386.5,64.0,0.0
1346,4387.5,62.0,0.0
1347,4388.5,64.0,0.0
1348,4389.5,62.0,2.0
1349,4390.5,54.0,0.0
1350,4391.5,68.0,0.0
1351,4392.5,60.0,0.0
1352,4393.5,62.0,0.0
1353,4394.5,64.0,0.0
1354,4395.5,66.0,0.0
1355,4396.5,64.0,0.0
1356,4397.5,68.0,0.0
1357,4398.5,58.0,0.0
1358,4399.5,62.0,0.0
1359,4400.5,60.0,0.0
1360,4401.5,62.0,0.0
1361,4402.5,62.0,2.0
1362,4403.5,68.0,2.0
1363,4404.5,56.0,0.0
1364,4405.5,64.0,2.0
1365,4406.5,62.0,0.0
1366,4407.5,58.0,2.0
1367,4408.5,58.0,0.0
1368,4409.5,62.0,0.0
1369,4410.5,60.0,0.0
1370,4411.5,54.0,0.0
1371,4412.5,46.0,0.0
1372,4413.5,56.0,0.0
1373,4414.5,60.0,0.0
1374,4415.5,64.0,0.0
1375,4416.5,64.0,2.0
1376,4417.5,58.0,0.0
1377,4418.5,56.0,0.0
1378,4419.5,52.0,0.0
1379,4420.5,56.0,0.0
1380,4421.5,60.0,0.0
1381,4422.5,64.0,0.0
1382,4423.5,58.0,0.0
1383,4424.5,58.0,0.0
1384,4425.5,58.0,0.0
1385,4426.5,50.0,0.0
1386,4427.5,60.0,0.0
1387,4428.5,60.0,0.0
1388,4429.5,58.0,0.0
1389,4430.5,60.0,0.0
1390,4431.5,52.0,2.0
1391,4432.5,56.0,0.0
1392,4433.5,52.0,0.0
1393,4434.5,54.0,2.0
1394,4435.5,50.0,0.0
1395,4436.5,46.0,0.0
1396,4437.5,56.0,0.0
1397,4438.5,58.0,0.0
1398,4439.5,54.0,0.0
1399,4440.5,58.0,0.0
1400,4441.5,50.0,0.0
1401,4442.5,54.0,0.0
1402,4443.5,58.0,0.0
1403,4444.5,56.0,0.0
1404,4445.5,48.0,0.0
1405,4446.5,60.0,2.0
1406,4447.5,58.0,0.0
1407,4448.5,48.0,0.0
1408,4449.5,52.0,0.0
1409,4450.5,52.0,0.0
1410,4451.5,56.0,2.0
1411,4452.5,52.0,2.0
1412,4453.5,54.0,0.0
1413,4454.5,44.0,0.0
1414,4455.5,54.0,0.0
1415,4456.5,52.0,0.0
1416,4457.5,58.0,0.0
1417,4458.5,60.0,0.0
1418,4459.5,60.0,0.0
1419,4460.5,58.0,0.0
1420,4461.5,58.0,0.0
1421,4462.5,56.0,0.0
1422,4463.5,52.0,0.0
1423,4464.5,56.0,0.0
1424,4465.5,50.0,0.0
1425,4466.5,56.0,0.0
1426,4467.5,56.0,0.0
1427,4468.5,52.0,0.0
1428,4469.5,60.0,0.0
1429,4470.5,56.0,0.0
1430,4471.5,56.0,0.0
1431,4472.5,62.0,0.0
1432,4473.5,50.0,0.0
1433,4474.5,50.0,0.0
1434,4475.5,58.0,0.0
1435,4476.5,52.0,2.0
1436,4477.5,48.0,0.0
1437,4478.5,56.0,0.0
1438,4479.5,48.0,0.0
1439,4480.5,52.0,0.0
1440,4481.5,52.0,0.0
1441,4482.5,54.0,0.0
1442,4483.5,56.0,0.0
1443,4484.5,48.0,0.0
1444,4485.5,52.0,0.0
1445,4486.5,54.0,0.0
1446,4487.5,56.0,0.0
1447,4488.5,50.0,0.0
1448,4489.5,56.0,0.0
1449,4490.5,48.0,0.0
1450,4491.5,56.0,0.0
1451,4492.5,42.0,0.0
1452,4493.5,54.0,0.0
1453,4494.5,42.0,0.0
1454,4495.5,50.0,0.0
1455,4496.5,52.0,0.0
1456,4497.5,52.0,0.0
1457,4498.5,44.0,0.0
1458,4499.5,48.0,0.0
1459,4500.5,52.0,0.0
1460,4501.5,52.0,0.0
1461,4502.5,52.0,0.0
1462,4503.5,54.0,0.0
1463,4504.5,42.0,0.0
1464,4505.5,48.0,0.0
1465,4506.5,48.0,0.0
1466,4507.5,56.0,0.0
1467,4508.5,54.0,0.0
1468,4509.5,46.0,0.0
1469,4510.5,50.0,0.0
1470,4511.5,40.0,0.0
1471,4512.5,50.0,0.0
1472,4513.5,48.0,0.0
1473,4514.5,42.0,0.0
1474,4515.5,46.0,0.0
1475,4516.5,42.0,0.0
1476,4517.5,46.0,0.0
1477,4518.5,46.0,0.0
1478,4519.5,48.0,0.0
1479,4520.5,50.0,0.0
1480,4521.5,50.0,0.0
1481,4522.5,54.0,0.0
1482,4523.5,50.0,0.0
1483,4524.5,50.0,0.0
1484,4525.5,50.0,2.0
1485,4526.5,46.0,0.0
1486,4527.5,48.0,0.0
1487,4528.5,46.0,0.0
1488,4529.5,46.0,0.0
1489,4530.5,42.0,0.0
1490,4531.5,44.0,0.0
1491,4532.5,48.0,0.0
1492,4533.5,44.0,0.0
1493,4534.5,48.0,0.0
1494,4535.5,46.0,0.0
1495,4536.5,48.0,2.0
1496,4537.5,48.0,0.0
1497,4538.5,38.0,0.0
1498,4539.5,42.0,0.0
1499,4540.5,50.0,0.0
1500,4541.5,50.0,0.0
1501,4542.5,50.0,0.0
1502,4543.5,38.0,0.0
1503,4544.5,42.0,0.0
1504,4545.5,42.0,0.0
1505,4546.5,48.0,0.0
1506,4547.5,42.0,0.0
1507,4548.5,40.0,0.0
1508,4549.5,40.0,0.0
1509,4550.5,44.0,0.0
1510,4551.5,44.0,0.0
1511,4552.5,40.0,0.0
1512,4553.5,44.0,0.0
1513,4554.5,42.0,0.0
1514,4555.5,44.0,0.0
1515,4556.5,48.0,0.0
1516,4557.5,46.0,2.0
1517,4558.5,34.0,0.0
1518,4559.5,38.0,0.0
1519,4560.5,44.0,0.0
1520,4561.5,44.0,0.0
1521,4562.5,40.0,0.0
1522,4563.5,44.0,0.0
1523,4564.5,44.0,0.0
1524,4565.5,44.0,0.0
1525,4566.5,42.0,0.0
1526,4567.5,48.0,0.0
1527,4568.5,48.0,0.0
1528,4569.5,42.0,0.0
1529,4570.5,40.0,0.0
1530,4571.5,44.0,0.0
1531,4572.5,38.0,0.0
1532,4573.5,36.0,0.0
1533,4574.5,44.0,0.0
1534,4575.5,44.0,0.0
1535,4576.5,40.0,0.0
1536,4577.5,42.0,0.0
1537,4578.5,34.0,0.0
1538,4579.5,44.0,0.0
1539,4580.5,40.0,0.0
1540,4581.5,38.0,0.0
1541,4582.5,44.0,0.0
1542,4583.5,40.0,0.0
1543,4584.5,36.0,0.0
1544,4585.5,42.0,0.0
1545,4586.5,38.0,0.0
1546,4587.5,48.0,0.0
1547,4588.5,46.0,0.0
1548,4589.5,46.0,0.0
1549,4590.5,38.0,0.0
1550,4591.5,42.0,0.0
1551,4592.5,44.0,0.0
1552,4593.5,42.0,0.0
1553,4594.5,40.0,0.0
1554,4595.5,38.0,0.0
1555,4596.5,40.0,0.0
1556,4597.5,38.0,0.0
1557,4598.5,44.0,0.0
1558,4599.5,40.0,0.0
1559,4600.5,44.0,0.0
1560,4601.5,46.0,0.0
1561,4602.5,36.0,0.0
1562,4603.5,32.0,0.0
1563,4604.5,34.0,0.0
1564,4605.5,44.0,0.0
1565,4606.5,38.0,0.0
1566,4607.5,38.0,0.0
1567,4608.5,46.0,0.0
1568,4609.5,42.0,0.0
1569,4610.5,36.0,0.0
1570,4611.5,38.0,0.0
1571,4612.5,38.0,0.0
1572,4613.5,42.0,0.0
1573,4614.5,40.0,0.0
1574,4615.5,32.0,0.0
1575,4616.5,36.0,0.0
1576,4617.5,36.0,0.0
1577,4618.5,34.0,0.0
1578,4619.5,36.0,0.0
1579,4620.5,36.0,0.0
1580,4621.5,38.0,0.0
1581,4622.5,34.0,0.0
1582,4623.5,38.0,0.0
1583,4624.5,36.0,0.0
1584,4625.5,38.0,0.0
1585,4626.5,38.0,0.0
1586,4627.5,38.0,0.0
1587,4628.5,40.0,0.0
1588,4629.5,36.0,0.0
1589,4630.5,40.0,0.0
1590,4631.5,34.0,0.0
1591,4632.5,44.0,2.0
1592,4633.5,36.0,0.0
1593,4634.5,42.0,0.0
1594,4635.5,38.0,0.0
1595,4636.5,46.0,0.0
1596,4637.5,32.0,0.0
1597,4638.5,40.0,0.0
1598,4639.5,38.0,0.0
1599,4640.5,38.0,0.0
1600,4641.5,36.0,0.0
1601,4642.5,32.0,2.0
1602,4643.5,42.0,0.0
1603,4644.5,46.0,0.0
1604,4645.5,32.0,0.0
1605,4646.5,42.0,0.0
1606,4647.5,38.0,0.0
1607,4648.5,34.0,0.0
1608,4649.5,38.0,0.0
1609,4650.5,36.0,0.0
1610,4651.5,34.0,0.0
1611,4652.5,30.0,0.0
1612,4653.5,36.0,0.0
1613,4654.5,36.0,0.0
1614,4655.5,42.0,0.0
1615,4656.5,38.0,0.0
1616,4657.5,38.0,0.0
1617,4658.5,34.0,0.0
1618,4659.5,34.0,0.0
1619,4660.5,34.0,0.0
1620,4661.5,32.0,0.0
1621,4662.5,36.0,0.0
1622,4663.5,40.0,0.0
1623,4664.5,34.0,0.0
1624,4665.5,32.0,0.0
1625,4666.5,42.0,0.0
1626,4667.5,38.0,0.0
1627,4668.5,40.0,0.0
1628,4669.5,30.0,0.0
1629,4670.5,36.0,0.0
1630,4671.5,38.0,0.0
1631,4672.5,34.0,0.0
1632,4673.5,28.0,0.0
1633,4674.5,36.0,0.0
1634,4675.5,44.0,0.0
1635,4676.5,38.0,0.0
1636,4677.5,38.0,0.0
1637,4678.5,36.0,0.0
1638,4679.5,42.0,0.0
1639,4680.5,38.0,0.0
1640,4681.5,32.0,0.0
1641,4682.5,38.0,0.0
1642,4683.5,36.0,0.0
1643,4684.5,34.0,0.0
1644,4685.5,40.0,0.0
1645,4686.5,36.0,0.0
1646,4687.5,34.0,0.0
1647,4688.5,36.0,0.0
1648,4689.5,32.0,2.0
1649,4690.5,42.0,0.0
1650,4691.5,32.0,0.0
1651,4692.5,36.0,0.0
1652,4693.5,32.0,0.0
1653,4694.5,38.0,0.0
1654,4695.5,38.0,0.0
1655,4696.5,30.0,0.0
1656,4697.5,34.0,0.0
1657,4698.5,36.0,0.0
1658,4699.5,34.0,0.0
1659,4700.5,34.0,0.0
1660,4701.5,36.0,0.0
1661,4702.5,32.0,0.0
1662,4703.5,32.0,0.0
1663,4704.5,34.0,0.0
1664,4705.5,34.0,0.0
1665,4706.5,28.0,0.0
1666,4707.5,32.0,0.0
1667,4708.5,36.0,0.0
1668,4709.5,32.0,0.0
1669,4710.5,28.0,0.0
1670,4711.5,28.0,0.0
1671,4712.5,36.0,0.0
1672,4713.5,32.0,0.0
1673,4714.5,34.0,0.0
1674,4715.5,32.0,0.0
1675,4716.5,38.0,0.0
1676,4717.5,36.0,0.0
1677,4718.5,28.0,0.0
1678,4719.5,24.0,0.0
1679,4720.5,30.0,0.0
1680,4721.5,36.0,0.0
1681,4722.5,26.0,0.0
1682,4723.5,30.0,0.0
1683,4724.5,34.0,0.0
1684,4725.5,32.0,0.0
1685,4726.5,36.0,0.0
1686,4727.5,30.0,0.0
1687,4728.5,32.0,0.0
1688,4729.5,28.0,0.0
1689,4730.5,32.0,0.0
1690,4731.5,32.0,0.0
1691,4732.5,30.0,0.0
1692,4733.5,30.0,0.0
1693,4734.5,28.0,0.0
1694,4735.5,34.0,0.0
1695,4736.5,30.0,0.0
1696,4737.5,32.0,0.0
1697,4738.5,32.0,0.0
1698,4739.5,32.0,0.0
1699,4740.5,28.0,0.0
1700,4741.5,30.0,0.0
1701,4742.5,28.0,0.0
1702,4743.5,26.0,0.0
1703,4744.5,28.0,0.0
1704,4745.5,30.0,0.0
1705,4746.5,30.0,0.0
1706,4747.5,32.0,0.0
1707,4748.5,30.0,0.0
1708,4749.5,22.0,0.0
1709,4750.5,32.0,0.0
1710,4751.5,30.0,0.0
1711,4752.5,30.0,0.0
1712,4753.5,24.0,0.0
1713,4754.5,28.0,0.0
1714,4755.5,32.0,0.0
1715,4756.5,32.0,0.0
1716,4757.5,30.0,0.0
1717,4758.5,32.0,0.0
1718,4759.5,30.0,0.0
1719,4760.5,32.0,0.0
1720,4761.5,32.0,0.0
1721,4762.5,32.0,0.0
1722,4763.5,28.0,0.0
1723,4764.5,34.0,0.0
1724,4765.5,28.0,0.0
1725,4766.5,32.0,0.0
1726,4767.5,22.0,0.0
1727,4768.5,26.0,0.0
1728,4769.5,28.0,0.0
1729,4770.5,28.0,0.0
1730,4771.5,28.0,0.0
1731,4772.5,26.0,0.0
1732,4773.5,26.0,0.0
1733,4774.5,24.0,0.0
1734,4775.5,28.0,0.0
1735,4776.5,34.0,0.0
1736,4777.5,26.0,0.0
1737,4778.5,34.0,0.0
1738,4779.5,26.0,0.0
1739,4780.5,30.0,0.0
1740,4781.5,28.0,0.0
1741,4782.5,26.0,0.0
1742,4783.5,32.0,0.0
1743,4784.5,28.0,0.0
1744,4785.5,28.0,0.0
1745,4786.5,22.0,0.0
1746,4787.5,22.0,0.0
1747,4788.5,24.0,0.0
1748,4789.5,24.0,0.0
1749,4790.5,22.0,0.0
1750,4791.5,28.0,0.0
1751,4792.5,26.0,0.0
1752,4793.5,30.0,0.0
1753,4794.5,30.0,0.0
1754,4795.5,26.0,0.0
1755,4796.5,26.0,0.0
1756,4797.5,24.0,0.0
1757,4798.5,30.0,0.0
1758,4799.5,22.0,0.0
1759,4800.5,26.0,0.0
1760,4801.5,24.0,0.0
1761,4802.5,28.0,0.0
1762,4803.5,24.0,0.0
1763,4804.5,28.0,0.0
1764,4805.5,24.0,0.0
1765,4806.5,26.0,0.0
1766,4807.5,26.0,0.0
1767,4808.5,24.0,0.0
1768,4809.5,30.0,0.0
1769,4810.5,24.0,0.0
1770,4811.5,22.0,0.0
1771,4812.5,30.0,0.0
1772,4813.5,30.0,0.0
1773,4814.5,24.0,0.0
1774,4815.5,26.0,0.0
1775,4816.5,26.0,0.0
1776,4817.5,30.0,0.0
1777,4818.5,28.0,0.0
1778,4819.5,32.0,0.0
1779,4820.5,24.0,0.0
1780,4821.5,24.0,0.0
1781,4822.5,28.0,0.0
1782,4823.5,24.0,0.0
1783,4824.5,24.0,0.0
1784,4825.5,24.0,0.0
1785,4826.5,28.0,0.0
1786,4827.5,24.0,0.0
1787,4828.5,32.0,0.0
1788,4829.5,28.0,0.0
1789,4830.5,28.0,0.0
1790,4831.5,22.0,0.0
1791,4832.5,24.0,0.0
1792,4833.5,26.0,0.0
1793,4834.5,30.0,0.0
1794,4835.5,26.0,0.0
1795,4836.5,22.0,0.0
1796,4837.5,26.0,0.0
1797,4838.5,28.0,0.0
1798,4839.5,30.0,0.0
