col0,col1,col2
2081.5,0.0,0.0
2082.5,0.0,4.0
2083.5,0.0,0.0
2084.5,2.0,2.0
2085.5,2.0,0.0
2086.5,2.0,4.0
2087.5,2.0,0.0
2088.5,0.0,0.0
2089.5,0.0,2.0
2090.5,0.0,4.0
2091.5,0.0,2.0
2092.5,0.0,0.0
2093.5,0.0,0.0
2094.5,2.0,2.0
2095.5,4.0,2.0
2096.5,2.0,2.0
2097.5,4.0,2.0
2098.5,6.0,2.0
2099.5,2.0,4.0
2100.5,0.0,4.0
2101.5,2.0,0.0
2102.5,2.0,2.0
2103.5,2.0,0.0
2104.5,4.0,0.0
2105.5,4.0,4.0
2106.5,6.0,2.0
2107.5,2.0,4.0
2108.5,2.0,2.0
2109.5,4.0,4.0
2110.5,6.0,6.0
2111.5,4.0,10.0
2112.5,2.0,6.0
2113.5,4.0,8.0
2114.5,8.0,4.0
2115.5,6.0,6.0
2116.5,6.0,4.0
2117.5,2.0,4.0
2118.5,6.0,8.0
2119.5,4.0,6.0
2120.5,12.0,8.0
2121.5,10.0,6.0
2122.5,4.0,6.0
2123.5,16.0,6.0
2124.5,8.0,12.0
2125.5,12.0,6.0
2126.5,6.0,8.0
2127.5,12.0,8.0
2128.5,8.0,10.0
2129.5,12.0,12.0
2130.5,4.0,22.0
2131.5,10.0,20.0
2132.5,16.0,14.0
2133.5,12.0,30.0
2134.5,14.0,22.0
2135.5,28.0,16.0
2136.5,6.0,36.0
2137.5,16.0,22.0
2138.5,20.0,26.0
2139.5,18.0,24.0
2140.5,20.0,40.0
2141.5,14.0,22.0
2142.5,26.0,28.0
2143.5,22.0,48.0
2144.5,26.0,46.0
2145.5,34.0,38.0
2146.5,46.0,28.0
2147.5,40.0,48.0
2148.5,38.0,38.0
2149.5,40.0,46.0
2150.5,44.0,26.0
2151.5,36.0,56.0
2152.5,48.0,60.0
2153.5,56.0,74.0
2154.5,64.0,72.0
2155.5,64.0,66.0
2156.5,46.0,60.0
2157.5,60.0,74.0
2158.5,88.0,62.0
2159.5,82.0,90.0
2160.5,90.0,72.0
2161.5,72.0,104.0
2162.5,92.0,70.0
2163.5,120.0,104.0
2164.5,84.0,80.0
2165.5,80.0,102.0
2166.5,108.0,108.0
2167.5,122.0,142.0
2168.5,106.0,114.0
2169.5,136.0,118.0
2170.5,114.0,118.0
2171.5,124.0,140.0
2172.5,168.0,160.0
2173.5,136.0,142.0
2174.5,162.0,186.0
2175.5,170.0,158.0
2176.5,130.0,198.0
2177.5,144.0,178.0
2178.5,162.0,170.0
2179.5,188.0,232.0
2180.5,188.0,198.0
2181.5,210.0,232.0
2182.5,242.0,274.0
2183.5,250.0,272.0
2184.5,258.0,240.0
2185.5,258.0,330.0
2186.5,244.0,304.0
2187.5,258.0,320.0
2188.5,322.0,372.0
2189.5,254.0,366.0
2190.5,312.0,324.0
2191.5,338.0,374.0
2192.5,312.0,342.0
2193.5,370.0,396.0
2194.5,350.0,408.0
2195.5,368.0,430.0
2196.5,382.0,446.0
2197.5,410.0,418.0
2198.5,490.0,460.0
2199.5,458.0,490.0
2200.5,460.0,488.0
2201.5,474.0,508.0
2202.5,496.0,610.0
2203.5,524.0,538.0
2204.5,576.0,644.0
2205.5,532.0,660.0
2206.5,574.0,606.0
2207.5,596.0,672.0
2208.5,656.0,616.0
2209.5,612.0,718.0
2210.5,598.0,716.0
2211.5,622.0,704.0
2212.5,686.0,822.0
2213.5,700.0,836.0
2214.5,756.0,824.0
2215.5,792.0,738.0
2216.5,832.0,840.0
2217.5,818.0,884.0
2218.5,822.0,894.0
2219.5,950.0,1112.0
2220.5,892.0,994.0
2221.5,936.0,1026.0
2222.5,948.0,1126.0
2223.5,1020.0,1146.0
