col0,col1,col2
2367.5,0.0,0.0
2368.5,0.0,2.0
2369.5,0.0,0.0
2370.5,0.0,2.0
2371.5,2.0,2.0
2372.5,2.0,2.0
2373.5,0.0,2.0
2374.5,2.0,4.0
2375.5,0.0,2.0
2376.5,2.0,2.0
2377.5,2.0,2.0
2378.5,2.0,2.0
2379.5,2.0,2.0
2380.5,2.0,4.0
2381.5,2.0,2.0
2382.5,0.0,4.0
2383.5,2.0,4.0
2384.5,2.0,4.0
2385.5,2.0,4.0
2386.5,2.0,2.0
2387.5,4.0,4.0
2388.5,4.0,6.0
2389.5,4.0,4.0
2390.5,4.0,4.0
2391.5,2.0,6.0
2392.5,4.0,6.0
2393.5,4.0,8.0
2394.5,10.0,10.0
2395.5,2.0,12.0
2396.5,8.0,12.0
2397.5,4.0,14.0
2398.5,8.0,12.0
2399.5,6.0,10.0
2400.5,6.0,6.0
2401.5,6.0,14.0
2402.5,12.0,14.0
2403.5,10.0,18.0
2404.5,12.0,18.0
2405.5,10.0,12.0
2406.5,12.0,12.0
2407.5,18.0,20.0
2408.5,16.0,30.0
2409.5,14.0,22.0
2410.5,8.0,20.0
2411.5,14.0,24.0
2412.5,12.0,18.0
2413.5,18.0,30.0
2414.5,16.0,26.0
2415.5,30.0,30.0
2416.5,16.0,42.0
2417.5,22.0,40.0
2418.5,22.0,34.0
2419.5,22.0,42.0
2420.5,20.0,46.0
2421.5,20.0,58.0
2422.5,32.0,66.0
2423.5,40.0,66.0
2424.5,36.0,48.0
2425.5,46.0,56.0
2426.5,38.0,62.0
2427.5,52.0,58.0
2428.5,50.0,76.0
2429.5,58.0,62.0
2430.5,44.0,68.0
2431.5,44.0,72.0
2432.5,60.0,84.0
2433.5,64.0,96.0
2434.5,72.0,118.0
2435.5,76.0,104.0
2436.5,72.0,114.0
2437.5,86.0,114.0
2438.5,92.0,128.0
2439.5,104.0,132.0
2440.5,94.0,138.0
2441.5,126.0,124.0
2442.5,126.0,118.0
2443.5,108.0,176.0
2444.5,122.0,164.0
2445.5,132.0,188.0
2446.5,136.0,178.0
2447.5,122.0,184.0
2448.5,122.0,210.0
2449.5,132.0,174.0
2450.5,166.0,224.0
2451.5,172.0,226.0
2452.5,162.0,220.0
2453.5,190.0,250.0
2454.5,162.0,248.0
2455.5,154.0,264.0
2456.5,196.0,276.0
2457.5,202.0,304.0
2458.5,202.0,308.0
2459.5,226.0,332.0
2460.5,234.0,340.0
2461.5,280.0,366.0
2462.5,300.0,384.0
2463.5,282.0,366.0
2464.5,312.0,368.0
2465.5,294.0,426.0
2466.5,326.0,452.0
2467.5,312.0,432.0
2468.5,354.0,462.0
2469.5,340.0,522.0
2470.5,354.0,494.0
2471.5,342.0,538.0
2472.5,430.0,538.0
2473.5,432.0,524.0
2474.5,382.0,586.0
2475.5,452.0,604.0
2476.5,424.0,632.0
2477.5,492.0,660.0
2478.5,526.0,686.0
2479.5,520.0,684.0
2480.5,558.0,720.0
2481.5,614.0,698.0
2482.5,574.0,800.0
2483.5,596.0,828.0
2484.5,588.0,776.0
2485.5,628.0,828.0
2486.5,684.0,866.0
2487.5,612.0,834.0
2488.5,746.0,960.0
2489.5,676.0,942.0
2490.5,786.0,960.0
2491.5,754.0,982.0
2492.5,728.0,1048.0
2493.5,846.0,1040.0
2494.5,878.0,1082.0
2495.5,874.0,1090.0
2496.5,860.0,1056.0
2497.5,902.0,1088.0
2498.5,898.0,1186.0
2499.5,982.0,1152.0
2500.5,990.0,1252.0
2501.5,1034.0,1302.0
2502.5,1022.0,1354.0
2503.5,1092.0,1268.0
2504.5,1034.0,1404.0
2505.5,1144.0,1430.0
2506.5,1174.0,1406.0
2507.5,1132.0,1480.0
2508.5,1282.0,1496.0
2509.5,1216.0,1558.0
2510.5,1244.0,1566.0
2511.5,1244.0,1562.0
2512.5,1336.0,1656.0
2513.5,1390.0,1646.0
2514.5,1466.0,1722.0
2515.5,1356.0,1710.0
2516.5,1478.0,1820.0
2517.5,1484.0,1720.0
2518.5,1514.0,1806.0
2519.5,1452.0,1790.0
2520.5,1630.0,1880.0
2521.5,1590.0,1870.0
2522.5,1618.0,1770.0
2523.5,1660.0,1864.0
2524.5,1756.0,2100.0
2525.5,1698.0,1924.0
2526.5,1692.0,2134.0
2527.5,1768.0,2064.0
2528.5,1824.0,2134.0
2529.5,1930.0,2158.0
2530.5,1878.0,2166.0
2531.5,1942.0,2152.0
2532.5,1902.0,2308.0
2533.5,1962.0,2210.0
2534.5,2036.0,2410.0
2535.5,2090.0,2366.0
2536.5,2072.0,2366.0
2537.5,2084.0,2388.0
2538.5,2090.0,2500.0
2539.5,2182.0,2400.0
2540.5,2240.0,2444.0
2541.5,2214.0,2462.0
2542.5,2176.0,2464.0
2543.5,2218.0,2438.0
2544.5,2272.0,2574.0
2545.5,2306.0,2602.0
2546.5,2270.0,2532.0
2547.5,2288.0,2616.0
2548.5,2436.0,2566.0
2549.5,2398.0,2566.0
2550.5,2440.0,2674.0
2551.5,2378.0,2718.0
2552.5,2392.0,2556.0
