col0,col1,col2
3041.5,0.0,0.0
3042.5,0.0,2.0
3043.5,0.0,0.0
3044.5,0.0,2.0
3045.5,0.0,2.0
3046.5,0.0,2.0
3047.5,0.0,2.0
3048.5,0.0,2.0
3049.5,0.0,2.0
3050.5,0.0,2.0
3051.5,0.0,3.0
3052.5,0.0,2.0
3053.5,0.0,2.0
3054.5,0.0,2.0
3055.5,0.0,4.0
3056.5,0.0,2.0
3057.5,0.0,4.0
3058.5,0.0,2.0
3059.5,0.0,4.0
3060.5,0.0,4.0
3061.5,0.0,4.0
3062.5,0.0,4.0
3063.5,0.0,6.0
3064.5,0.0,5.0
3065.5,0.0,5.0
3066.5,0.0,6.0
3067.5,1.0,5.0
3068.5,0.0,6.0
3069.5,2.0,8.0
3070.5,2.0,8.0
3071.5,0.0,8.0
3072.5,2.0,8.0
3073.5,2.0,10.0
3074.5,2.0,11.0
3075.5,2.0,12.0
3076.5,2.0,11.0
3077.5,2.0,10.0
3078.5,2.0,14.0
3079.5,2.0,14.0
3080.5,2.0,14.0
3081.5,2.0,16.0
3082.5,2.0,15.0
3083.5,3.0,16.0
3084.5,2.0,13.0
3085.5,4.0,16.0
3086.5,3.0,16.0
3087.5,5.0,19.0
3088.5,2.0,18.0
3089.5,4.0,17.0
3090.5,3.0,22.0
3091.5,4.0,21.0
3092.5,4.0,21.0
3093.5,4.0,22.0
3094.5,5.0,24.0
3095.5,6.0,26.0
3096.5,7.0,26.0
3097.5,8.0,26.0
3098.5,6.0,28.0
3099.5,6.0,30.0
3100.5,8.0,28.0
3101.5,10.0,28.0
3102.5,8.0,30.0
3103.5,10.0,29.0
3104.5,10.0,29.0
3105.5,10.0,34.0
3106.5,10.0,34.0
3107.5,10.0,30.0
3108.5,12.0,33.0
3109.5,11.0,34.0
3110.5,15.0,32.0
3111.5,14.0,32.0
3112.5,14.0,36.0
3113.5,15.0,35.0
3114.5,16.0,39.0
3115.5,16.0,36.0
3116.5,17.0,42.0
3117.5,16.0,36.0
3118.5,21.0,44.0
3119.5,17.0,43.0
3120.5,20.0,47.0
3121.5,22.0,46.0
3122.5,24.0,52.0
3123.5,24.0,54.0
3124.5,30.0,60.0
3125.5,27.0,60.0
3126.5,29.0,66.0
3127.5,31.0,64.0
3128.5,30.0,70.0
3129.5,35.0,82.0
3130.5,32.0,88.0
3131.5,38.0,80.0
3132.5,39.0,81.0
3133.5,37.0,91.0
3134.5,43.0,96.0
3135.5,47.0,90.0
3136.5,46.0,101.0
3137.5,46.0,124.0
3138.5,50.0,112.0
3139.5,50.0,115.0
3140.5,49.0,128.0
3141.5,63.0,128.0
3142.5,64.0,147.0
3143.5,61.0,153.0
3144.5,71.0,153.0
3145.5,61.0,156.0
3146.5,71.0,179.0
3147.5,78.0,180.0
3148.5,83.0,177.0
3149.5,89.0,188.0
3150.5,82.0,198.0
3151.5,91.0,201.0
3152.5,91.0,219.0
3153.5,82.0,232.0
3154.5,103.0,234.0
3155.5,93.0,248.0
3156.5,104.0,236.0
3157.5,115.0,248.0
3158.5,115.0,277.0
3159.5,123.0,298.0
3160.5,109.0,307.0
3161.5,120.0,313.0
3162.5,146.0,319.0
3163.5,149.0,349.0
3164.5,145.0,338.0
3165.5,139.0,351.0
3166.5,149.0,372.0
3167.5,164.0,398.0
3168.5,169.0,417.0
3169.5,184.0,423.0
3170.5,176.0,447.0
3171.5,171.0,448.0
3172.5,184.0,465.0
3173.5,175.0,493.0
3174.5,194.0,523.0
3175.5,188.0,551.0
3176.5,186.0,536.0
3177.5,196.0,547.0
3178.5,197.0,580.0
3179.5,198.0,610.0
3180.5,199.0,613.0
3181.5,206.0,635.0
3182.5,195.0,666.0
3183.5,203.0,694.0
3184.5,208.0,716.0
3185.5,212.0,760.0
3186.5,218.0,743.0
3187.5,214.0,786.0
3188.5,218.0,792.0
3189.5,220.0,809.0
3190.5,220.0,834.0
3191.5,217.0,847.0
3192.5,220.0,850.0
3193.5,224.0,905.0
3194.5,231.0,971.0
3195.5,235.0,977.0
