col0,col1,col2
3026.5,0.0,0.0
3027.5,0.0,2.0
3028.5,0.0,2.0
3029.5,0.0,2.0
3030.5,0.0,0.0
3031.5,0.0,2.0
3032.5,0.0,2.0
3033.5,0.0,2.0
3034.5,0.0,2.0
3035.5,0.0,2.0
3036.5,0.0,2.0
3037.5,0.0,2.0
3038.5,0.0,2.0
3039.5,0.0,3.0
3040.5,0.0,2.0
3041.5,0.0,3.0
3042.5,0.0,4.0
3043.5,0.0,2.0
3044.5,0.0,4.0
3045.5,0.0,4.0
3046.5,0.0,6.0
3047.5,0.0,4.0
3048.5,0.0,4.0
3049.5,0.0,6.0
3050.5,0.0,4.0
3051.5,0.0,5.0
3052.5,2.0,6.0
3053.5,1.0,8.0
3054.5,2.0,8.0
3055.5,0.0,8.0
3056.5,2.0,6.0
3057.5,0.0,8.0
3058.5,2.0,7.0
3059.5,0.0,8.0
3060.5,2.0,10.0
3061.5,0.0,8.0
3062.5,2.0,11.0
3063.5,2.0,10.0
3064.5,2.0,11.0
3065.5,2.0,13.0
3066.5,2.0,14.0
3067.5,2.0,14.0
3068.5,2.0,15.0
3069.5,2.0,15.0
3070.5,2.0,16.0
3071.5,2.0,17.0
3072.5,4.0,18.0
3073.5,2.0,20.0
3074.5,2.0,21.0
3075.5,2.0,18.0
3076.5,3.0,20.0
3077.5,2.0,24.0
3078.5,4.0,21.0
3079.5,4.0,22.0
3080.5,4.0,27.0
3081.5,4.0,28.0
3082.5,4.0,25.0
3083.5,4.0,28.0
3084.5,6.0,27.0
3085.5,4.0,30.0
3086.5,6.0,28.0
3087.5,6.0,32.0
3088.5,4.0,32.0
3089.5,6.0,33.0
3090.5,8.0,32.0
3091.5,8.0,32.0
3092.5,6.0,35.0
3093.5,7.0,38.0
3094.5,8.0,38.0
3095.5,8.0,36.0
3096.5,8.0,44.0
3097.5,10.0,38.0
3098.5,13.0,48.0
3099.5,11.0,45.0
3100.5,11.0,51.0
3101.5,10.0,43.0
3102.5,13.0,44.0
3103.5,14.0,49.0
3104.5,14.0,52.0
3105.5,14.0,53.0
3106.5,15.0,52.0
3107.5,14.0,54.0
3108.5,17.0,65.0
3109.5,17.0,59.0
3110.5,18.0,64.0
3111.5,22.0,69.0
3112.5,21.0,67.0
3113.5,24.0,68.0
3114.5,25.0,79.0
3115.5,28.0,73.0
3116.5,24.0,86.0
3117.5,28.0,86.0
3118.5,30.0,88.0
3119.5,32.0,107.0
3120.5,36.0,95.0
3121.5,34.0,114.0
3122.5,35.0,118.0
3123.5,36.0,113.0
3124.5,35.0,113.0
3125.5,42.0,127.0
3126.5,44.0,141.0
3127.5,37.0,147.0
3128.5,45.0,144.0
3129.5,42.0,162.0
3130.5,53.0,156.0
3131.5,47.0,162.0
3132.5,60.0,180.0
3133.5,55.0,191.0
3134.5,59.0,197.0
3135.5,67.0,191.0
3136.5,64.0,197.0
3137.5,68.0,228.0
3138.5,63.0,227.0
3139.5,88.0,234.0
3140.5,85.0,267.0
3141.5,74.0,266.0
3142.5,76.0,260.0
3143.5,81.0,273.0
3144.5,89.0,302.0
3145.5,86.0,299.0
3146.5,96.0,296.0
3147.5,100.0,308.0
