NUV, %
  285.30,   3.3180 
  285.40,   3.2740 
  285.50,   3.2300 
  285.60,   3.1860 
  285.70,   3.1420 
  285.80,   3.0980 
  285.90,   3.0540 
  286.00,   3.0100 
  286.10,   2.9660 
  286.20,   2.9220 
  286.30,   2.8780 
  286.40,   2.8340 
  286.50,   2.7900 
  286.60,   2.7460 
  286.70,   2.7020 
  286.80,   2.6580 
  286.90,   2.6140 
  287.00,   2.5700 
  287.10,   2.5260 
  287.20,   2.4820 
  287.30,   2.4380 
  287.40,   2.3940 
  287.50,   2.3500 
  287.60,   2.3060 
  287.70,   2.2620 
  287.80,   2.2180 
  287.90,   2.1740 
  288.00,   2.1300 
  288.10,   2.0860 
  288.20,   2.0420 
  288.30,   1.9980 
  288.40,   1.9540 
  288.50,   1.9100 
  288.60,   1.8660 
  288.70,   1.8220 
  288.80,   1.7780 
  288.90,   1.7340 
  289.00,   1.6900 
  289.10,   1.6460 
  289.20,   1.6020 
  289.30,   1.5580 
  289.40,   1.5140 
  289.50,   1.4700 
  289.60,   1.4260 
  289.70,   1.3820 
  289.80,   1.3380 
  289.90,   1.2940 
  290.00,   1.2500 
  290.10,   1.2522 
  290.20,   1.2544 
  290.30,   1.2566 
  290.40,   1.2588 
  290.50,   1.2610 
  290.60,   1.2632 
  290.70,   1.2654 
  290.80,   1.2676 
  290.90,   1.2698 
  291.00,   1.2720 
  291.10,   1.2742 
  291.20,   1.2764 
  291.30,   1.2786 
  291.40,   1.2808 
  291.50,   1.2830 
  291.60,   1.2852 
  291.70,   1.2874 
  291.80,   1.2896 
  291.90,   1.2918 
  292.00,   1.2940 
  292.10,   1.2962 
  292.20,   1.2984 
  292.30,   1.3006 
  292.40,   1.3028 
  292.50,   1.3050 
  292.60,   1.3072 
  292.70,   1.3094 
  292.80,   1.3116 
  292.90,   1.3138 
  293.00,   1.3160 
  293.10,   1.3182 
  293.20,   1.3204 
  293.30,   1.3226 
  293.40,   1.3248 
  293.50,   1.3270 
  293.60,   1.3292 
  293.70,   1.3314 
  293.80,   1.3336 
  293.90,   1.3358 
  294.00,   1.3380 
  294.10,   1.3402 
  294.20,   1.3424 
  294.30,   1.3446 
  294.40,   1.3468 
  294.50,   1.3490 
  294.60,   1.3512 
  294.70,   1.3534 
  294.80,   1.3556 
  294.90,   1.3578 
  295.00,   1.3600 
  295.10,   1.3698 
  295.20,   1.3796 
  295.30,   1.3894 
  295.40,   1.3992 
  295.50,   1.4090 
  295.60,   1.4188 
  295.70,   1.4286 
  295.80,   1.4384 
  295.90,   1.4482 
  296.00,   1.4580 
  296.10,   1.4678 
  296.20,   1.4776 
  296.30,   1.4874 
  296.40,   1.4972 
  296.50,   1.5070 
  296.60,   1.5168 
  296.70,   1.5266 
  296.80,   1.5364 
  296.90,   1.5462 
  297.00,   1.5560 
  297.10,   1.5658 
  297.20,   1.5756 
  297.30,   1.5854 
  297.40,   1.5952 
  297.50,   1.6050 
  297.60,   1.6148 
  297.70,   1.6246 
  297.80,   1.6344 
  297.90,   1.6442 
  298.00,   1.6540 
  298.10,   1.6638 
  298.20,   1.6736 
  298.30,   1.6834 
  298.40,   1.6932 
  298.50,   1.7030 
  298.60,   1.7128 
  298.70,   1.7226 
  298.80,   1.7324 
  298.90,   1.7422 
  299.00,   1.7520 
  299.10,   1.7618 
  299.20,   1.7716 
  299.30,   1.7814 
  299.40,   1.7912 
  299.50,   1.8010 
  299.60,   1.8108 
  299.70,   1.8206 
  299.80,   1.8304 
  299.90,   1.8402 
  300.00,   1.8500 
  300.10,   1.6650 
  300.20,   1.4800 
  300.30,   1.2950 
  300.40,   1.1100 
  300.50,   0.9250 
  300.60,   0.7400 
  300.70,   0.5550 
  300.80,   0.3700 
  300.90,   0.1850 
  301.00,   0.0000 
1000,0
