wave_microns,transmission
3.11525,0.9999999804179649
3.1155,0.9999999804130512
3.11575,0.9999999804031233
3.116,0.9999999803982095
3.11625,0.999999980393396
3.1165,0.9999999803885825
3.11675,0.9999999803836687
3.117,0.9999999803787549
3.11725,0.9999999803739414
3.1175,0.9999999803688271
3.11775,0.9999999803639132
3.118,0.9999999803589995
3.11825,0.999999980354186
3.1185,0.9999999803492722
3.11875,0.9999999803444587
3.119,0.9999999803396452
3.11925,0.9999999803347314
3.1195,0.9999999803298176
3.11975,0.9999999803250041
3.12,0.9999999803200903
3.12025,0.9999999803152768
3.1205,0.9999999803103631
3.12075,0.9999999803055496
3.121,0.9999999802991315
3.12125,0.9999999802942178
3.1215,0.9999999802894043
3.12175,0.9999999802831868
3.122,0.999999980278273
3.12225,0.9999999802707519
3.1225,0.9999999802658381
3.12275,0.9999999802610247
3.123,0.9999999802561108
3.12325,0.9999999802511971
3.1235,0.9999999802463836
3.12375,0.9999999802339486
3.124,0.9999999802290349
3.12425,0.9999999802241211
3.1245,0.9999999802192073
3.12475,0.9999999802143938
3.125,0.99999998020948
3.12525,0.9999999802045663
3.1255,0.9999999801996524
3.12575,0.9999999801944378
3.126,0.9999999801896243
3.12625,0.99999998018451
3.1265,0.9999999801768886
3.12675,0.9999999801719748
3.127,0.999999980167061
3.12725,0.9999999801602419
3.1275,0.9999999801553281
3.12775,0.9999999801504144
3.128,0.9999999801456009
3.12825,0.999999980140687
3.1285,0.9999999801357733
3.12875,0.9999999801308594
3.129,0.9999999801259457
3.12925,0.9999999801210319
3.1295,0.9999999801161181
3.12975,0.9999999801112043
3.13,0.9999999800764067
3.13025,0.9999999800626682
3.1305,0.9999999800577544
3.13075,0.9999999800528406
3.131,0.9999999800479268
3.13125,0.999999980043013
3.1315,0.99999998002767
3.13175,0.9999999800227563
3.132,0.9999999800178424
3.13225,0.9999999800128283
3.1325,0.9999999799918695
3.13275,0.9999999799837468
3.133,0.9999999799788329
3.13325,0.9999999799502528
3.1335,0.9999999799446371
3.13375,0.999999979939623
3.134,0.9999999799347092
3.13425,0.9999999799297954
3.1345,0.9999999799171599
3.13475,0.9999999799119453
3.135,0.9999999799070316
3.13525,0.9999999799021178
3.1355,0.9999999798969031
3.13575,0.9999999798919893
3.136,0.9999999798870756
3.13625,0.999999979881861
3.1365,0.9999999798671196
3.13675,0.9999999798621055
3.137,0.9999999798571917
3.13725,0.9999999798521777
3.1375,0.9999999798204887
3.13775,0.9999999798154747
3.138,0.9999999798105609
3.13825,0.9999999798055469
3.1385,0.999999979800633
3.13875,0.9999999797946162
3.139,0.9999999797897025
3.13925,0.9999999797541025
3.1395,0.9999999797490885
3.13975,0.9999999797373555
3.14,0.9999999797323414
3.14025,0.9999999797272271
3.1405,0.9999999797223134
3.14075,0.9999999797169984
3.141,0.9999999797119844
3.14125,0.9999999797069703
3.1415,0.9999999797020566
3.14175,0.9999999796970425
3.142,0.9999999796920284
3.14225,0.9999999796870144
3.1425,0.9999999796810978
3.14275,0.9999999796745794
3.143,0.9999999796688634
3.14325,0.9999999796638493
3.1435,0.9999999796588352
3.14375,0.9999999796538213
3.144,0.9999999796464004
3.14425,0.9999999796413863
3.1445,0.9999999796363722
3.14475,0.9999999796313582
3.145,0.9999999796263441
3.14525,0.9999999796214303
3.1455,0.9999999796164163
3.14575,0.9999999796114022
3.146,0.9999999796063881
3.14625,0.9999999796013741
3.1465,0.9999999795928501
3.14675,0.9999999795877358
3.147,0.9999999795827218
3.14725,0.9999999795777077
3.1475,0.9999999795725933
3.14775,0.9999999795675792
3.148,0.9999999795625651
3.14825,0.9999999795492278
3.1485,0.9999999795442137
3.14875,0.9999999795374949
3.149,0.9999999795324808
3.14925,0.9999999795273664
3.1495,0.9999999795223524
3.14975,0.9999999795173383
3.15,0.9999999795123242
3.15025,0.9999999795069091
3.1505,0.999999979501895
3.15075,0.9999999794967807
3.151,0.9999999794917666
3.15125,0.9999999794468405
3.1515,0.9999999794416259
3.15175,0.9999999793713287
3.152,0.9999999793598966
3.15225,0.999999979278769
3.1525,0.9999999792736547
3.15275,0.9999999792686406
3.153,0.9999999792630249
3.15325,0.9999999792579105
3.1535,0.9999999792527962
3.15375,0.9999999792476818
3.154,0.9999999792426678
3.15425,0.9999999792374531
3.1545,0.9999999792271241
3.15475,0.9999999792220098
3.155,0.9999999791984437
3.15525,0.9999999791797913
3.1555,0.999999979174677
3.15575,0.9999999791667548
3.156,0.9999999791616404
3.15625,0.999999979156526
3.1565,0.9999999791514118
3.15675,0.9999999791462975
3.157,0.9999999791389769
3.15725,0.9999999791337623
3.1575,0.9999999791286479
3.15775,0.9999999791223302
3.158,0.9999999791171156
3.15825,0.9999999791120012
3.1585,0.9999999790931483
3.15875,0.999999979088034
3.159,0.9999999790828193
3.15925,0.999999979077705
3.1595,0.9999999790725906
3.15975,0.9999999790674763
3.16,0.9999999790623619
3.16025,0.9999999790571473
3.1605,0.999999979041704
3.16075,0.9999999790365897
3.161,0.9999999790314753
3.16125,0.9999999790262607
3.1615,0.9999999790211463
3.16175,0.999999979016032
3.162,0.9999999790098145
3.16225,0.9999999790045999
3.1625,0.9999999789892569
3.16275,0.9999999789841425
3.163,0.9999999789789279
3.16325,0.9999999789738135
3.1635,0.9999999789236729
3.16375,0.9999999789127422
3.164,0.9999999789063242
3.16425,0.9999999788785463
3.1645,0.9999999788733316
3.16475,0.999999978868117
3.165,0.9999999788629024
3.16525,0.999999978857788
3.1655,0.9999999787507878
3.16575,0.9999999787455732
3.166,0.9999999787404589
3.16625,0.9999999786792872
3.1665,0.9999999786702619
3.16675,0.9999999786646462
3.167,0.9999999786151073
3.16725,0.9999999786098926
3.1675,0.9999999786046779
3.16775,0.9999999785993631
3.168,0.9999999785939478
3.16825,0.9999999785400968
3.1685,0.9999999785348822
3.16875,0.9999999785295672
3.169,0.9999999784566628
3.16925,0.9999999784513478
3.1695,0.9999999784460329
3.16975,0.9999999784408182
3.17,0.9999999784355034
3.17025,0.9999999784254753
3.1705,0.9999999784201603
3.17075,0.9999999784148454
3.171,0.9999999784095305
3.17125,0.9999999784030122
3.1715,0.9999999783976973
3.17175,0.9999999783924827
3.172,0.9999999783871678
3.17225,0.9999999783818528
3.1725,0.9999999783766382
3.17275,0.999999978371223
3.173,0.9999999782516877
3.17325,0.9999999782367458
3.1735,0.9999999782314308
3.17375,0.9999999782255142
3.174,0.9999999782201994
3.17425,0.9999999782148844
3.1745,0.9999999782095695
3.17475,0.9999999781663483
3.175,0.9999999781610334
3.17525,0.9999999781149039
3.1755,0.99999997809565
3.17575,0.999999978090335
3.176,0.9999999780850202
3.17625,0.999999978079605
3.1765,0.9999999780742901
3.17675,0.9999999780687746
3.177,0.9999999780633594
3.17725,0.9999999780579442
3.1775,0.9999999780526293
3.17775,0.9999999780472141
3.178,0.9999999780418992
3.17825,0.999999978036484
3.1785,0.999999978031169
3.17875,0.9999999780255533
3.179,0.9999999780201381
3.17925,0.999999978014723
3.1795,0.9999999780093077
3.17975,0.9999999780039929
3.18,0.9999999779985776
3.18025,0.9999999779932627
3.1805,0.999999977986945
3.18075,0.9999999779717023
3.181,0.9999999779663873
3.18125,0.9999999779609722
3.1815,0.9999999779538522
3.18175,0.9999999779485372
3.182,0.999999977943122
3.18225,0.9999999779378071
3.1825,0.9999999779322917
3.18275,0.9999999779268764
3.183,0.9999999779215616
3.18325,0.9999999779161464
3.1835,0.9999999779108315
3.18375,0.9999999779054163
3.184,0.9999999776390691
3.18425,0.9999999776331525
3.1845,0.9999999776277373
3.18475,0.9999999776222218
3.185,0.9999999776160043
3.18525,0.9999999776085835
3.1855,0.9999999776021655
3.18575,0.9999999775967504
3.186,0.9999999775912349
3.18625,0.9999999775858197
3.1865,0.9999999775803042
3.18675,0.999999977574889
3.187,0.9999999775692733
3.18725,0.9999999775635572
3.1875,0.9999999775581421
3.18775,0.9999999775526266
3.188,0.9999999775472114
3.18825,0.9999999775416959
3.1885,0.9999999775362807
3.18875,0.9999999775305647
3.189,0.9999999775250492
3.18925,0.9999999774218598
3.1895,0.9999999773857584
3.18975,0.9999999773801427
3.19,0.9999999773740256
3.19025,0.9999999773532673
3.1905,0.99999997730433
3.19075,0.9999999772985136
3.191,0.9999999772920957
3.19125,0.9999999772865802
3.1915,0.9999999772810647
3.19175,0.9999999772755492
3.192,0.9999999772698333
3.19225,0.9999999772639167
3.1925,0.9999999771894076
3.19275,0.9999999771838921
3.193,0.9999999771783766
3.19325,0.99999997717246
3.1935,0.9999999771665434
3.19375,0.9999999771479914
3.194,0.9999999770438994
3.19425,0.9999999770382837
3.1945,0.9999999770326679
3.19475,0.9999999770264505
3.195,0.9999999770205339
3.19525,0.9999999769614681
3.1955,0.9999999769542479
3.19575,0.9999999769486322
3.196,0.9999999769431167
3.19625,0.9999999769372001
3.1965,0.999999976931484
3.19675,0.9999999769255674
3.197,0.9999999769197512
3.19725,0.9999999769140351
3.1975,0.9999999769084194
3.19775,0.999999976901901
3.198,0.9999999768960848
3.19825,0.9999999768893659
3.1985,0.9999999768837501
3.19875,0.9999999768782346
3.199,0.9999999768725186
3.19925,0.9999999768665018
3.1995,0.9999999768608859
3.19975,0.9999999768548691
3.2,0.9999999768492533
3.20025,0.9999999767052493
3.2005,0.9999999766996336
3.20075,0.9999999766940179
3.201,0.9999999766883019
3.20125,0.999999976682686
3.2015,0.9999999766767694
3.20175,0.9999999766683458
3.202,0.9999999766621284
3.20225,0.9999999766565126
3.2025,0.9999999766506963
3.20275,0.9999999766412698
3.203,0.9999999766355538
3.20325,0.9999999766291359
3.2035,0.9999999766235201
3.20375,0.999999976617804
3.204,0.9999999764679838
3.20425,0.9999999762658166
3.2045,0.9999999762567913
3.20475,0.9999999762509749
3.205,0.9999999762452589
3.20525,0.9999999762395428
3.2055,0.9999999762334257
3.20575,0.9999999762260049
3.206,0.9999999762202889
3.20625,0.9999999762144726
3.2065,0.9999999762087565
3.20675,0.9999999762030405
3.207,0.9999999761970236
3.20725,0.9999999761912073
3.2075,0.9999999761854913
3.20775,0.999999976179675
3.208,0.9999999761738586
3.20825,0.9999999761549054
3.2085,0.9999999761490891
3.20875,0.9999999761433731
3.209,0.9999999761375568
3.20925,0.9999999761317404
3.2095,0.9999999761256233
3.20975,0.9999999761188042
3.21,0.9999999761128876
3.21025,0.9999999761071715
3.2105,0.9999999761013553
3.21075,0.9999999760954387
3.211,0.9999999760897226
3.21125,0.999999976083806
3.2115,0.9999999760779896
3.21175,0.9999999760721734
3.212,0.999999976066357
3.21225,0.999999976060641
3.2125,0.9999999760548247
3.21275,0.9999999760484067
3.213,0.9999999760425904
3.21325,0.999999976036774
3.2135,0.9999999760309577
3.21375,0.9999999757161746
3.214,0.9999999757095561
3.21425,0.9999999757028373
3.2145,0.9999999756970209
3.21475,0.9999999756825804
3.215,0.9999999756767641
3.21525,0.9999999756708475
3.2155,0.9999999756650312
3.21575,0.9999999756585128
3.216,0.9999999756526966
3.21625,0.9999999756463789
3.2165,0.9999999756404623
3.21675,0.9999999756346459
3.217,0.9999999756272251
3.21725,0.9999999756213085
3.2175,0.9999999756153919
3.21775,0.999999975609375
3.218,0.9999999756035587
3.21825,0.9999999755973413
3.2185,0.9999999755913244
3.21875,0.9999999755855081
3.219,0.9999999755795915
3.21925,0.9999999755729729
3.2195,0.9999999755670563
3.21975,0.9999999752098543
3.22,0.9999999752039377
3.22025,0.99999997519762
3.2205,0.999999975191603
3.22075,0.9999999750716666
3.221,0.9999999750655494
3.22125,0.999999975054719
3.2215,0.9999999750343619
3.22175,0.9999999750282448
3.222,0.9999999750221276
3.22225,0.9999999750161107
3.2225,0.9999999750095925
3.22275,0.9999999750035755
3.223,0.9999999749975587
3.22325,0.9999999749915418
3.2235,0.9999999749853243
3.22375,0.9999999749768005
3.224,0.9999999749707835
3.22425,0.9999999745868063
3.2245,0.999999974429465
3.22475,0.999999974423047
3.225,0.9999999744060994
3.22525,0.9999999743994809
3.2255,0.9999999743933636
3.22575,0.9999999743871463
3.226,0.999999974332894
3.22625,0.9999999743267769
3.2265,0.9999999743204592
3.22675,0.9999999743142417
3.227,0.9999999743081246
3.22725,0.9999999743019071
3.2275,0.9999999742955894
3.22775,0.9999999742810486
3.228,0.9999999737569784
3.22825,0.999999973750761
3.2285,0.999999973743641
3.22875,0.9999999737364207
3.229,0.9999999737302032
3.22925,0.9999999737238855
3.2295,0.9999999737171666
3.22975,0.9999999737107487
3.23,0.9999999737044309
3.23025,0.9999999736982135
3.2305,0.9999999736918957
3.23075,0.9999999736810654
3.231,0.9999999736747477
3.23125,0.9999999736682295
3.2315,0.9999999736619117
3.23175,0.9999999736556943
3.232,0.9999999736493765
3.23225,0.9999999736430588
3.2325,0.9999999736367411
3.23275,0.9999999736304234
3.233,0.9999999736241056
3.23325,0.9999999736177879
3.2335,0.9999999736114702
3.23375,0.9999999736051525
3.234,0.9999999735988347
3.23425,0.999999973592517
3.2345,0.9999999735861993
3.23475,0.9999999735782771
3.235,0.9999999735718591
3.23525,0.9999999735645385
3.2355,0.9999999735582208
3.23575,0.9999999735505994
3.236,0.9999999735440811
3.23625,0.9999999735374626
3.2365,0.999999973351541
3.23675,0.999999973345123
3.237,0.9999999733387049
3.23725,0.9999999732017207
3.2375,0.9999999731952024
3.23775,0.9999999731855754
3.238,0.999999973177954
3.23825,0.9999999726620066
3.2385,0.9999999726504742
3.23875,0.9999999726439559
3.239,0.9999999726374377
3.23925,0.9999999726305182
3.2395,0.9999999726238997
3.23975,0.9999999726160778
3.24,0.9999999726095594
3.24025,0.9999999726030412
3.2405,0.9999999725962221
3.24075,0.9999999725897037
3.241,0.9999999725831855
3.24125,0.9999999725765669
3.2415,0.9999999725700486
3.24175,0.9999999725633297
3.242,0.9999999725567112
3.24225,0.9999999725501929
3.2425,0.9999999725435743
3.24275,0.9999999725370561
3.243,0.9999999725304375
3.24325,0.9999999725239193
3.2435,0.9999999725171
3.24375,0.9999999725104816
3.244,0.9999999724871159
3.24425,0.999999972463951
3.2445,0.9999999724573324
3.24475,0.9999999724508141
3.245,0.9999999724441956
3.24525,0.9999999724138103
3.2455,0.9999999724069912
3.24575,0.9999999724003726
3.246,0.9999999723936538
3.24625,0.9999999723871354
3.2465,0.9999999723805169
3.24675,0.9999999723738984
3.247,0.99999997236738
3.24725,0.9999999723607614
3.2475,0.9999999723542432
3.24775,0.9999999723476246
3.248,0.9999999723407053
3.24825,0.9999999723341869
3.2485,0.9999999723243593
3.24875,0.9999999723169386
3.249,0.9999999723094174
3.24925,0.9999999722982862
3.2495,0.9999999722916677
3.24975,0.9999999722850491
3.25,0.9999999722784305
3.25025,0.999999972269706
3.2505,0.9999999722630875
3.25075,0.9999999722564689
3.251,0.9999999722498504
3.25125,0.9999999722432318
3.2515,0.9999999722006122
3.25175,0.9999999721939936
3.252,0.9999999721873751
3.25225,0.9999999721807565
3.2525,0.9999999721741379
3.25275,0.9999999721675193
3.253,0.9999999721609008
3.25325,0.9999999721542823
3.2535,0.9999999721475634
3.25375,0.9999999721408446
3.254,0.9999999721341257
3.25425,0.9999999714117993
3.2545,0.9999999714050805
3.25475,0.999999971398161
3.255,0.9999999713914421
3.25525,0.9999999713836203
3.2555,0.9999999713768011
